         791212547 function calls (650438632 primitive calls) in 803.125 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      266  265.231    0.997  265.231    0.997 {method 'poll' of 'select.poll' objects}
149199655/60972465   36.113    0.000   63.943    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:333(_iterencode_dict)
35203945/2713   34.042    0.000  103.264    0.038 /opt/conda/envs/run_env/lib/python3.7/copy.py:132(deepcopy)
9174569/2603   33.602    0.000  103.238    0.040 /opt/conda/envs/run_env/lib/python3.7/copy.py:237(_deepcopy_dict)
   210468   33.158    0.000   43.425    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:640(add_edges_from)
     7162   29.429    0.004   29.429    0.004 {built-in method time.sleep}
      537   29.141    0.054   29.141    0.054 {built-in method posix.read}
    28263   27.250    0.001   27.250    0.001 {method 'read' of '_ssl._SSLSocket' objects}
      350   25.196    0.072   25.203    0.072 {built-in method _posixsubprocess.fork_exec}
 84710389   20.205    0.000   20.205    0.000 {method 'get' of 'dict' objects}
    25895   18.828    0.001  111.571    0.004 /opt/conda/envs/run_env/lib/python3.7/json/__init__.py:120(dump)
    48014   16.318    0.000   22.820    0.000 /opt/conda/envs/run_env/lib/python3.7/json/decoder.py:343(raw_decode)
 60948377   15.380    0.000   15.380    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        3   12.807    4.269   20.107    6.702 /root/repo/cf-scripts/conda_forge_tick/mamba_solver.py:150(__init__)
65243079/60972465   12.657    0.000   74.946    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:413(_iterencode)
    77943   10.098    0.000   10.685    0.000 {built-in method io.open}
   834219    9.262    0.000    9.262    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:495(remove_node)
26977274/26841593    7.757    0.000   27.155    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:277(_iterencode_list)
        3    7.283    2.428    7.299    2.433 /root/repo/cf-scripts/conda_forge_tick/mamba_solver.py:91(get_index)
53385178/53384925    6.898    0.000    7.037    0.000 {built-in method builtins.isinstance}
    49386    6.531    0.000    6.977    0.000 {method 'read' of '_io.TextIOWrapper' objects}
 23313136    6.122    0.000    6.122    0.000 {built-in method _json.encode_basestring_ascii}
     4609    5.816    0.001    5.983    0.001 {method 'read' of '_io.BufferedReader' objects}
 58247869    5.650    0.000    5.650    0.000 {built-in method builtins.id}
3290594/3261544    5.364    0.000    8.518    0.000 {built-in method builtins.sorted}
 10029644    5.032    0.000    7.169    0.000 /opt/conda/envs/run_env/lib/python3.7/copy.py:253(_keep_alive)
   210429    4.447    0.000   59.124    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:304(pluck)
 31016192    4.423    0.000    4.622    0.000 {method 'update' of 'dict' objects}
