         887774775 function calls (731401642 primitive calls) in 820.539 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      454  128.028    0.282  128.028    0.282 {method 'poll' of 'select.poll' objects}
180574276/76292154   52.534    0.000   97.578    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:333(_iterencode_dict)
      805   48.232    0.060   48.232    0.060 {built-in method posix.read}
      461   42.515    0.092   42.529    0.092 {built-in method _posixsubprocess.fork_exec}
   210231   42.161    0.000   54.375    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:640(add_edges_from)
9162660/2397   41.990    0.000  127.003    0.053 /opt/conda/envs/run_env/lib/python3.7/copy.py:237(_deepcopy_dict)
35147593/2397   41.221    0.000  127.030    0.053 /opt/conda/envs/run_env/lib/python3.7/copy.py:132(deepcopy)
    12138   40.298    0.003   40.298    0.003 {built-in method time.sleep}
    25207   28.580    0.001  166.974    0.007 /opt/conda/envs/run_env/lib/python3.7/json/__init__.py:120(dump)
 84441194   25.119    0.000   25.119    0.000 {method 'get' of 'dict' objects}
 76267963   24.329    0.000   24.329    0.000 {method 'write' of '_io.TextIOWrapper' objects}
82867620/76292154   18.697    0.000  113.262    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:413(_iterencode)
    45377   17.593    0.000   21.901    0.000 /opt/conda/envs/run_env/lib/python3.7/json/decoder.py:343(raw_decode)
42510154/42458510   14.575    0.000   51.056    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:277(_iterencode_list)
      150   13.415    0.089   13.423    0.089 {built-in method posix.fork}
        3   12.180    4.060   21.779    7.260 /root/repo/cf-scripts/conda_forge_tick/mamba_solver.py:150(__init__)
   833450   11.729    0.000   11.729    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:495(remove_node)
    11758   10.694    0.001   10.694    0.001 {method 'read' of '_ssl._SSLSocket' objects}
    74309   10.563    0.000   11.291    0.000 {built-in method io.open}
        3    9.579    3.193    9.596    3.199 /root/repo/cf-scripts/conda_forge_tick/mamba_solver.py:91(get_index)
63812993/63812740    9.472    0.000    9.664    0.000 {built-in method builtins.isinstance}
4665310/4650752    8.847    0.000   13.348    0.000 {built-in method builtins.sorted}
 28223796    8.130    0.000    8.130    0.000 {built-in method _json.encode_basestring_ascii}
 59674955    6.961    0.000    6.961    0.000 {built-in method builtins.id}
    45807    6.357    0.000    6.810    0.000 {method 'read' of '_io.TextIOWrapper' objects}
 10015618    5.993    0.000    8.661    0.000 /opt/conda/envs/run_env/lib/python3.7/copy.py:253(_keep_alive)
     5296    5.914    0.001    6.087    0.001 {method 'read' of '_io.BufferedReader' objects}
   210192    5.429    0.000   73.080    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:304(pluck)
 30944591    5.271    0.000    5.434    0.000 {method 'update' of 'dict' objects}
       19    4.527    0.238   82.537    4.344 /root/repo/cf-scripts/conda_forge_tick/migrators/migration_yaml.py:414(create_rebuild_graph)
  4331983    4.458    0.000   41.928    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:176(__getitem__)
       30    4.178    0.139    4.191    0.140 /root/repo/cf-scripts/conda_forge_tick/mamba_solver.py:170(solve)
       36    4.170    0.116    6.770    0.188 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/readwrite/json_graph/node_link.py:97(<listcomp>)
  6524868    3.883    0.000    4.624    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:716(<genexpr>)
   599122    3.780    0.000  107.626    0.000 /root/repo/cf-scripts/conda_forge_tick/migrators/core.py:161(parse_already_pred)
      229    3.199    0.014  228.577    0.998 /root/repo/cf-scripts/conda_forge_tick/contexts.py:57(effective_graph)
   668509    3.028    0.000    3.044    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/ruamel/yaml/scanner.py:343(stale_possible_simple_keys)
852413/718    2.934    0.000  126.963    0.177 /opt/conda/envs/run_env/lib/python3.7/copy.py:269(_reconstruct)
    25171    2.885    0.000   87.709    0.003 /root/repo/cf-scripts/conda_forge_tick/utils.py:171(_dump)
 17411632    2.630    0.000    2.630    0.000 {method 'items' of 'dict' objects}
    45377    2.605    0.000   25.445    0.001 /opt/conda/envs/run_env/lib/python3.7/json/__init__.py:299(loads)
  4357305    2.554    0.000   37.482    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:161(_load)
   188093    2.192    0.000    2.192    0.000 {built-in method posix.stat}
16981662/16967554    2.124    0.000    2.141    0.000 {built-in method builtins.len}
