         869899463 function calls (714690691 primitive calls) in 623.416 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      680  139.748    0.206  139.748    0.206 {method 'poll' of 'select.poll' objects}
    14031   72.995    0.005   72.995    0.005 {built-in method time.sleep}
181098254/76660530   35.568    0.000   64.499    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:333(_iterencode_dict)
    11678   28.656    0.002   28.656    0.002 {method 'read' of '_ssl._SSLSocket' objects}
     1044   25.391    0.024   25.391    0.024 {built-in method posix.read}
34009961/2370   25.066    0.000   74.124    0.031 /opt/conda/envs/run_env/lib/python3.7/copy.py:132(deepcopy)
8865931/2370   23.634    0.000   74.106    0.031 /opt/conda/envs/run_env/lib/python3.7/copy.py:237(_deepcopy_dict)
      474   21.184    0.045   21.197    0.045 {built-in method _posixsubprocess.fork_exec}
   208752   20.960    0.000   28.447    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:643(add_edges_from)
    24841   18.117    0.001  105.561    0.004 /opt/conda/envs/run_env/lib/python3.7/json/__init__.py:120(dump)
 82140138   14.102    0.000   14.102    0.000 {method 'get' of 'dict' objects}
83367844/76660530   12.548    0.000   74.967    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:413(_iterencode)
    44720   12.224    0.000   15.649    0.000 /opt/conda/envs/run_env/lib/python3.7/json/decoder.py:343(raw_decode)
 76636697   12.104    0.000   12.104    0.000 {method 'write' of '_io.TextIOWrapper' objects}
      261   11.771    0.045   11.779    0.045 {built-in method posix.fork}
43379860/43304780    9.582    0.000   34.032    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:277(_iterencode_list)
        3    9.099    3.033    9.109    3.036 /root/repo/cf-scripts/conda_forge_tick/mamba_solver.py:91(get_index)
        3    8.759    2.920   17.869    5.956 /root/repo/cf-scripts/conda_forge_tick/mamba_solver.py:150(__init__)
    73284    8.452    0.000    8.767    0.000 {built-in method io.open}
63572890/63572638    6.224    0.000    6.326    0.000 {built-in method builtins.isinstance}
   806211    6.132    0.000    6.132    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:498(remove_node)
 28291020    5.363    0.000    5.363    0.000 {built-in method _json.encode_basestring_ascii}
    45031    5.122    0.000    5.379    0.000 {method 'read' of '_io.TextIOWrapper' objects}
     5255    4.806    0.001    4.951    0.001 {method 'read' of '_io.BufferedReader' objects}
4706315/4692446    4.689    0.000    6.993    0.000 {built-in method builtins.sorted}
 57966201    4.245    0.000    4.245    0.000 {built-in method builtins.id}
  9691372    3.771    0.000    5.306    0.000 /opt/conda/envs/run_env/lib/python3.7/copy.py:253(_keep_alive)
       37    3.417    0.092    4.865    0.131 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/readwrite/json_graph/node_link.py:98(<listcomp>)
 30862394    3.255    0.000    3.427    0.000 {method 'update' of 'dict' objects}
   208713    2.948    0.000   39.209    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:304(pluck)
       19    2.782    0.146   47.976    2.525 /root/repo/cf-scripts/conda_forge_tick/migrators/migration_yaml.py:414(create_rebuild_graph)
  4146388    2.723    0.000   27.018    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:176(__getitem__)
