         1206255636 function calls (999567182 primitive calls) in 1159.716 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1412  536.707    0.380  536.707    0.380 {method 'poll' of 'select.poll' objects}
    23597   83.842    0.004   83.842    0.004 {built-in method time.sleep}
259472238/114071805   49.938    0.000   95.507    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:333(_iterencode_dict)
     2108   45.611    0.022   45.611    0.022 {built-in method posix.read}
      921   39.355    0.043   39.355    0.043 {built-in method _posixsubprocess.fork_exec}
    16902   26.883    0.002   26.883    0.002 {method 'read' of '_ssl._SSLSocket' objects}
    25350   25.873    0.001  152.848    0.006 /opt/conda/envs/run_env/lib/python3.7/json/__init__.py:120(dump)
35088017/3061   24.798    0.000   71.686    0.023 /opt/conda/envs/run_env/lib/python3.7/copy.py:132(deepcopy)
      544   24.069    0.044   24.087    0.044 {built-in method posix.fork}
9134849/3061   23.926    0.000   71.659    0.023 /opt/conda/envs/run_env/lib/python3.7/copy.py:237(_deepcopy_dict)
126709355/114071805   18.583    0.000  110.386    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:413(_iterencode)
   209369   17.976    0.000   24.358    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:640(add_edges_from)
80278037/80171703   17.191    0.000   61.102    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:277(_iterencode_list)
114049021   16.292    0.000   16.292    0.000 {method 'write' of '_io.TextIOWrapper' objects}
 85603779   11.100    0.000   11.100    0.000 {method 'get' of 'dict' objects}
100474878/100474625    9.788    0.000    9.963    0.000 {built-in method builtins.isinstance}
    44824    9.707    0.000   13.506    0.000 /opt/conda/envs/run_env/lib/python3.7/json/decoder.py:343(raw_decode)
        3    8.902    2.967   17.428    5.809 /root/repo/cf-scripts/conda_forge_tick/mamba_solver.py:150(__init__)
        3    8.516    2.839    8.525    2.842 /root/repo/cf-scripts/conda_forge_tick/mamba_solver.py:91(get_index)
     8588    7.132    0.001    7.271    0.001 {method 'read' of '_io.BufferedReader' objects}
8016919/8001594    6.736    0.000   10.176    0.000 {built-in method builtins.sorted}
 40461967    6.727    0.000    6.727    0.000 {built-in method _json.encode_basestring_ascii}
    77293    6.622    0.000    6.895    0.000 {built-in method io.open}
  2421080    6.091    0.000    6.091    0.000 {method 'match' of 're.Pattern' objects}
   830196    4.563    0.000    4.563    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:495(remove_node)
 63285094    4.525    0.000    4.525    0.000 {built-in method builtins.id}
    46416    4.330    0.000    4.571    0.000 {method 'read' of '_io.TextIOWrapper' objects}
       71    3.990    0.056    6.642    0.094 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/readwrite/json_graph/node_link.py:97(<listcomp>)
       71    3.907    0.055    4.530    0.064 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/readwrite/json_graph/node_link.py:88(<listcomp>)
  9991492    3.671    0.000    5.164    0.000 /opt/conda/envs/run_env/lib/python3.7/copy.py:253(_keep_alive)
 30996279    3.227    0.000    4.337    0.000 {method 'update' of 'dict' objects}
    14624    2.990    0.000    2.990    0.000 {method 'search' of 're.Pattern' objects}
  9070411    2.988    0.000    3.617    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:716(<genexpr>)
  4312471    2.640    0.000   24.210    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:176(__getitem__)
    16091    2.627    0.000    2.627    0.000 {method 'acquire' of '_thread.lock' objects}
        7    2.594    0.371    2.655    0.379 /opt/conda/envs/run_env/lib/python3.7/site-packages/libarchive/extract.py:43(extract_entries)
       30    2.568    0.086    2.577    0.086 /root/repo/cf-scripts/conda_forge_tick/mamba_solver.py:170(solve)
       19    2.558    0.135   43.726    2.301 /root/repo/cf-scripts/conda_forge_tick/migrators/migration_yaml.py:414(create_rebuild_graph)
   209330    2.472    0.000   33.476    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:304(pluck)
 24052112    2.054    0.000    2.054    0.000 {method 'items' of 'dict' objects}
 21743057    2.030    0.000    2.030    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:353(<lambda>)
    13811    1.920    0.000    1.920    0.000 {method 'findall' of 're.Pattern' objects}
   596654    1.861    0.000   58.859    0.000 /root/repo/cf-scripts/conda_forge_tick/migrators/core.py:161(parse_already_pred)
851550/2216    1.762    0.000   71.547    0.032 /opt/conda/envs/run_env/lib/python3.7/copy.py:269(_reconstruct)
     8104    1.625    0.000    8.639    0.001 /opt/conda/envs/run_env/lib/python3.7/site-packages/conda_build/metadata.py:189(select_lines)
      232    1.536    0.007  124.949    0.539 /root/repo/cf-scripts/conda_forge_tick/contexts.py:57(effective_graph)
