         1460478704 function calls (1208003236 primitive calls) in 1473.685 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2463  345.176    0.140  345.176    0.140 {method 'poll' of 'select.poll' objects}
    36152  128.976    0.004  128.976    0.004 {built-in method time.sleep}
     3500  109.460    0.031  109.460    0.031 {built-in method posix.read}
     1359   97.769    0.072   97.805    0.072 {built-in method _posixsubprocess.fork_exec}
344092996/154619412   92.866    0.000  185.808    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:333(_iterencode_dict)
     1007   72.419    0.072   72.452    0.072 {built-in method posix.fork}
    12359   52.371    0.004   52.371    0.004 {method 'read' of '_ssl._SSLSocket' objects}
    25948   48.846    0.002  301.337    0.012 /opt/conda/envs/run_env/lib/python3.7/json/__init__.py:120(dump)
154598207   38.089    0.000   38.089    0.000 {method 'write' of '_io.TextIOWrapper' objects}
8748288/2715   36.312    0.000  101.085    0.037 /opt/conda/envs/run_env/lib/python3.7/copy.py:237(_deepcopy_dict)
120138001/120064846   36.290    0.000  129.334    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:277(_iterencode_list)
173702556/154619412   35.923    0.000  213.871    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:413(_iterencode)
   211472   32.673    0.000   42.587    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:640(add_edges_from)
33586825/2845   31.812    0.000  101.128    0.036 /opt/conda/envs/run_env/lib/python3.7/copy.py:132(deepcopy)
 81733545   18.837    0.000   18.837    0.000 {method 'get' of 'dict' objects}
139353377/139353123   18.756    0.000   19.151    0.000 {built-in method builtins.isinstance}
    46053   15.657    0.000   20.400    0.000 /opt/conda/envs/run_env/lib/python3.7/json/decoder.py:343(raw_decode)
11499780/11484737   15.256    0.000   22.574    0.000 {built-in method builtins.sorted}
    82223   14.725    0.000   15.362    0.000 {built-in method io.open}
        3   13.219    4.406   23.320    7.773 /root/repo/cf-scripts/conda_forge_tick/mamba_solver.py:150(__init__)
      107   11.975    0.112   18.335    0.171 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/readwrite/json_graph/node_link.py:97(<listcomp>)
 53639288   11.538    0.000   11.538    0.000 {built-in method _json.encode_basestring_ascii}
    11599   10.142    0.001   10.310    0.001 {method 'read' of '_io.BufferedReader' objects}
        3   10.084    3.361   10.099    3.366 /root/repo/cf-scripts/conda_forge_tick/mamba_solver.py:91(get_index)
