         895967807 function calls (738648259 primitive calls) in 712.858 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      733  155.231    0.212  155.231    0.212 {method 'poll' of 'select.poll' objects}
184479038/78049938   44.832    0.000   82.894    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:333(_iterencode_dict)
    12003   40.274    0.003   40.274    0.003 {built-in method time.sleep}
   222450   33.231    0.000   43.212    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:640(add_edges_from)
34023871/2504   32.988    0.000   97.400    0.039 /opt/conda/envs/run_env/lib/python3.7/copy.py:132(deepcopy)
8868776/2412   30.865    0.000   97.377    0.040 /opt/conda/envs/run_env/lib/python3.7/copy.py:237(_deepcopy_dict)
     1085   29.915    0.028   29.915    0.028 {built-in method posix.read}
      463   24.892    0.054   24.904    0.054 {built-in method _posixsubprocess.fork_exec}
    25501   24.388    0.001  139.574    0.005 /opt/conda/envs/run_env/lib/python3.7/json/__init__.py:120(dump)
 82952799   18.941    0.000   18.941    0.000 {method 'get' of 'dict' objects}
 78025444   18.336    0.000   18.336    0.000 {method 'write' of '_io.TextIOWrapper' objects}
      295   16.813    0.057   16.823    0.057 {built-in method posix.fork}
84828072/78049938   16.016    0.000   96.316    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:413(_iterencode)
    45873   12.660    0.000   18.808    0.000 /opt/conda/envs/run_env/lib/python3.7/json/decoder.py:343(raw_decode)
43912832/43852984   12.624    0.000   44.191    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:277(_iterencode_list)
    11604   10.994    0.001   10.994    0.001 {method 'read' of '_ssl._SSLSocket' objects}
        3   10.909    3.636   19.901    6.634 /root/repo/cf-scripts/conda_forge_tick/mamba_solver.py:150(__init__)
        3    8.973    2.991    8.990    2.997 /root/repo/cf-scripts/conda_forge_tick/mamba_solver.py:91(get_index)
   805871    8.521    0.000    8.521    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:495(remove_node)
65210628/65210374    8.193    0.000    8.347    0.000 {built-in method builtins.isinstance}
    75044    7.295    0.000    7.815    0.000 {built-in method io.open}
     5226    6.930    0.001    7.082    0.001 {method 'read' of '_io.BufferedReader' objects}
 28828639    6.896    0.000    6.896    0.000 {built-in method _json.encode_basestring_ascii}
4751893/4737450    6.606    0.000    9.834    0.000 {built-in method builtins.sorted}
 58047163    5.574    0.000    5.574    0.000 {built-in method builtins.id}
    46303    5.530    0.000    5.900    0.000 {method 'read' of '_io.TextIOWrapper' objects}
   222409    5.499    0.000   59.872    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:304(pluck)
       37    5.062    0.137    7.108    0.192 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/readwrite/json_graph/node_link.py:97(<listcomp>)
  9694080    4.708    0.000    6.737    0.000 /opt/conda/envs/run_env/lib/python3.7/copy.py:253(_keep_alive)
 31928760    4.354    0.000    4.461    0.000 {method 'update' of 'dict' objects}
       20    3.939    0.197   71.002    3.550 /root/repo/cf-scripts/conda_forge_tick/migrators/migration_yaml.py:414(create_rebuild_graph)
  4113110    3.563    0.000   33.304    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:176(__getitem__)
       30    3.366    0.112    3.378    0.113 /root/repo/cf-scripts/conda_forge_tick/mamba_solver.py:170(solve)
   189945    3.191    0.000    3.191    0.000 {built-in method posix.stat}
  6842707    3.154    0.000    3.802    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:716(<genexpr>)
   560690    2.674    0.000   81.772    0.000 /root/repo/cf-scripts/conda_forge_tick/migrators/core.py:161(parse_already_pred)
  2904930    2.598    0.000    6.148    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:421(object_hook)
824812/655    2.371    0.000   97.343    0.149 /opt/conda/envs/run_env/lib/python3.7/copy.py:269(_reconstruct)
      224    2.213    0.010  170.606    0.762 /root/repo/cf-scripts/conda_forge_tick/contexts.py:57(effective_graph)
 17399454    2.106    0.000    2.106    0.000 {method 'items' of 'dict' objects}
    25464    1.941    0.000   68.927    0.003 /root/repo/cf-scripts/conda_forge_tick/utils.py:171(_dump)
  4138788    1.912    0.000   29.750    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:161(_load)
  1720148    1.752    0.000    1.752    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:701(remove_edge)
 15771422    1.721    0.000    1.721    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:353(<lambda>)
  3958148    1.713    0.000   34.810    0.000 /opt/conda/envs/run_env/lib/python3.7/_collections_abc.py:657(get)
17580099/17566279    1.706    0.000    1.719    0.000 {built-in method builtins.len}
 18759730    1.682    0.000    1.682    0.000 /opt/conda/envs/run_env/lib/python3.7/copy.py:190(_deepcopy_atomic)
  3181970    1.589    0.000    1.942    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:799(<genexpr>)
  3761124    1.571    0.000    1.571    0.000 /root/repo/cf-scripts/conda_forge_tick/migrators/core.py:167(<genexpr>)
     7313    1.428    0.000    1.428    0.000 {method 'acquire' of '_thread.lock' objects}
   579940    1.347    0.000   87.004    0.000 /root/repo/cf-scripts/conda_forge_tick/migrators/core.py:138(filter)
 10217550    1.100    0.000    1.100    0.000 {method 'append' of 'list' objects}
   824812    1.053    0.000    1.840    0.000 {method '__reduce_ex__' of 'object' objects}
   222409    1.043    0.000    3.040    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:320(<setcomp>)
   663115    1.027    0.000    1.970    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:687(__init__)
  1360016    0.984    0.000    1.750    0.000 /opt/conda/envs/run_env/lib/python3.7/_collections_abc.py:742(__iter__)
   279076    0.966    0.000    1.082    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:574(add_edge)
  2748545    0.931    0.000    0.931    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:485(<lambda>)
   565556    0.811    0.000    1.157    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:545(frozen_to_json_friendly)
  1738395    0.809    0.000    0.809    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:186(__getitem__)
       37    0.808    0.022    1.262    0.034 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/readwrite/json_graph/node_link.py:88(<listcomp>)
  2638840    0.748    0.000    1.307    0.000 {built-in method builtins.hasattr}
2188124/2187764    0.738    0.000    0.741    0.000 {built-in method builtins.getattr}
   545700    0.691    0.000   11.871    0.000 /root/repo/cf-scripts/conda_forge_tick/migrators/migration_yaml.py:329(filter)
    39541    0.633    0.000    1.970    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/ruamel/yaml/scanner.py:1519(scan_plain)
  6613017    0.627    0.000    0.627    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:703(<lambda>)
    34186    0.616    0.000    0.884    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/xonsh/__amalgam__.py:19749(get_detyper)
        1    0.603    0.603   27.503   27.503 /root/repo/cf-scripts/conda_forge_tick/auto_tick.py:312(add_replacement_migrator)
  1734511    0.489    0.000    0.489    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/graph.py:406(__contains__)
       37    0.484    0.013   88.807    2.400 /root/repo/cf-scripts/conda_forge_tick/utils.py:509(dump_graph)
   824260    0.474    0.000    0.604    0.000 /opt/conda/envs/run_env/lib/python3.7/copyreg.py:87(__newobj__)
   676814    0.459    0.000    0.889    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/ruamel/yaml/scanner.py:198(need_more_tokens)
   663135    0.455    0.000    2.426    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:1019(__call__)
   663092    0.431    0.000    0.737    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/graph.py:1848(nbunch_iter)
  1648776    0.430    0.000    2.031    0.000 /opt/conda/envs/run_env/lib/python3.7/copy.py:274(<genexpr>)
   315919    0.429    0.000    0.429    0.000 {method 'match' of 're.Pattern' objects}
   633945    0.422    0.000    0.556    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/graph.py:656(nodes)
   580172    0.419    0.000    1.243    0.000 /root/repo/cf-scripts/conda_forge_tick/migrators/core.py:45(_parse_bad_attr)
  1208980    0.409    0.000    0.627    0.000 /root/repo/cf-scripts/conda_forge_tick/migrators/migration_yaml.py:440(<lambda>)
   850440    0.403    0.000    0.403    0.000 {method 'copy' of 'dict' objects}
