         1560691405 function calls (1292323841 primitive calls) in 1235.994 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2547  326.791    0.128  326.791    0.128 {method 'poll' of 'select.poll' objects}
    38937  138.955    0.004  138.955    0.004 {built-in method time.sleep}
     3653   84.904    0.023   84.904    0.023 {built-in method posix.read}
366264966/165206397   73.350    0.000  145.923    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:333(_iterencode_dict)
     1461   71.625    0.049   71.659    0.049 {built-in method _posixsubprocess.fork_exec}
     1047   51.628    0.049   51.661    0.049 {built-in method posix.fork}
    15421   41.860    0.003   41.860    0.003 {method 'read' of '_ssl._SSLSocket' objects}
    26017   37.904    0.001  230.706    0.009 /opt/conda/envs/run_env/lib/python3.7/json/__init__.py:120(dump)
130574745/130488857   28.832    0.000  102.084    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:277(_iterencode_list)
185952481/165206397   28.831    0.000  168.371    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:413(_iterencode)
35549613/2818   26.076    0.000   77.653    0.028 /opt/conda/envs/run_env/lib/python3.7/copy.py:132(deepcopy)
9259203/2722   24.954    0.000   77.617    0.029 /opt/conda/envs/run_env/lib/python3.7/copy.py:237(_deepcopy_dict)
165185200   24.031    0.000   24.031    0.000 {method 'write' of '_io.TextIOWrapper' objects}
   234145   23.637    0.000   31.855    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:640(add_edges_from)
    83477   20.067    0.000   20.410    0.000 {built-in method io.open}
149577004/149576750   15.004    0.000   15.307    0.000 {built-in method builtins.isinstance}
 86561686   14.464    0.000   14.464    0.000 {method 'get' of 'dict' objects}
    12399   13.401    0.001   13.576    0.001 {method 'read' of '_io.BufferedReader' objects}
    46499   13.350    0.000   17.223    0.000 /opt/conda/envs/run_env/lib/python3.7/json/decoder.py:343(raw_decode)
12443385/12427689   10.478    0.000   15.561    0.000 {built-in method builtins.sorted}
        3    9.514    3.171   16.890    5.630 /root/repo/cf-scripts/conda_forge_tick/mamba_solver.py:150(__init__)
 57083280    9.193    0.000    9.193    0.000 {built-in method _json.encode_basestring_ascii}
      116    8.433    0.073   13.020    0.112 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/readwrite/json_graph/node_link.py:97(<listcomp>)
        3    7.366    2.455    7.375    2.458 /root/repo/cf-scripts/conda_forge_tick/mamba_solver.py:91(get_index)
    47016    7.063    0.000    7.348    0.000 {method 'read' of '_io.TextIOWrapper' objects}
   841358    6.528    0.000    6.528    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:495(remove_node)
 68963779    5.176    0.000    5.176    0.000 {built-in method builtins.id}
 12972888    4.749    0.000    5.745    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:716(<genexpr>)
    21441    4.162    0.000    4.162    0.000 {method 'acquire' of '_thread.lock' objects}
 33201775    3.928    0.000    3.928    0.000 {method 'items' of 'dict' objects}
 10120864    3.869    0.000    5.453    0.000 /opt/conda/envs/run_env/lib/python3.7/copy.py:253(_keep_alive)
      116    3.458    0.030    4.563    0.039 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/readwrite/json_graph/node_link.py:88(<listcomp>)
 32971188    3.431    0.000    3.545    0.000 {method 'update' of 'dict' objects}
   234102    3.358    0.000   44.424    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:304(pluck)
       21    3.159    0.150   57.184    2.723 /root/repo/cf-scripts/conda_forge_tick/migrators/migration_yaml.py:414(create_rebuild_graph)
 30332727    2.762    0.000    2.762    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:353(<lambda>)
  4269626    2.749    0.000   30.657    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:176(__getitem__)
       30    2.549    0.085    2.558    0.085 /root/repo/cf-scripts/conda_forge_tick/mamba_solver.py:170(solve)
        5    2.036    0.407    2.107    0.421 /opt/conda/envs/run_env/lib/python3.7/site-packages/libarchive/extract.py:43(extract_entries)
   208531    1.948    0.000    1.948    0.000 {built-in method posix.stat}
   583746    1.940    0.000   75.744    0.000 /root/repo/cf-scripts/conda_forge_tick/migrators/core.py:161(parse_already_pred)
860950/1078    1.823    0.000   77.594    0.072 /opt/conda/envs/run_env/lib/python3.7/copy.py:269(_reconstruct)
  2921552    1.812    0.000    3.873    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:421(object_hook)
  8654064    1.745    0.000    1.745    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:485(<lambda>)
      240    1.602    0.007  144.941    0.604 /root/repo/cf-scripts/conda_forge_tick/contexts.py:57(effective_graph)
19237520/19196414    1.466    0.000    1.493    0.000 {built-in method builtins.len}
  1814593    1.412    0.000    1.412    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:701(remove_edge)
 19611094    1.381    0.000    1.381    0.000 /opt/conda/envs/run_env/lib/python3.7/copy.py:190(_deepcopy_atomic)
  4296009    1.358    0.000   27.916    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:161(_load)
  3915885    1.341    0.000    1.341    0.000 /root/repo/cf-scripts/conda_forge_tick/migrators/core.py:167(<genexpr>)
  3335083    1.331    0.000    1.626    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:799(<genexpr>)
    25895    1.253    0.000   66.701    0.003 /root/repo/cf-scripts/conda_forge_tick/utils.py:171(_dump)
   104700    1.195    0.000    1.800    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/xonsh/__amalgam__.py:19749(get_detyper)
  4119767    1.135    0.000   31.651    0.000 /opt/conda/envs/run_env/lib/python3.7/_collections_abc.py:657(get)
   603750    0.996    0.000   79.706    0.000 /root/repo/cf-scripts/conda_forge_tick/migrators/core.py:138(filter)
      116    0.972    0.008  205.875    1.775 /root/repo/cf-scripts/conda_forge_tick/utils.py:509(dump_graph)
 10922678    0.924    0.000    0.924    0.000 {method 'append' of 'list' objects}
  2664118    0.865    0.000    0.865    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:186(__getitem__)
   234102    0.860    0.000    2.524    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:320(<setcomp>)
   698249    0.837    0.000    1.625    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:687(__init__)
  1498689    0.749    0.000    1.504    0.000 /opt/conda/envs/run_env/lib/python3.7/_collections_abc.py:742(__iter__)
   860950    0.734    0.000    1.350    0.000 {method '__reduce_ex__' of 'object' objects}
2930212/2929062    0.726    0.000    0.732    0.000 {built-in method builtins.getattr}
  3052448    0.651    0.000    1.072    0.000 {built-in method builtins.hasattr}
