         723812379 function calls (606483168 primitive calls) in 625.398 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      222  141.478    0.637  141.478    0.637 {method 'poll' of 'select.poll' objects}
      504   64.331    0.128   64.461    0.128 /home/runner/work/autotick-bot/autotick-bot/cf-scripts/conda_forge_tick/mamba_solver.py:170(solve)
31879075/5727   32.627    0.000   93.992    0.016 /usr/share/miniconda/envs/run_env/lib/python3.7/copy.py:132(deepcopy)
8275564/3639   30.906    0.000   93.965    0.026 /usr/share/miniconda/envs/run_env/lib/python3.7/copy.py:237(_deepcopy_dict)
121484999/49268168   30.504    0.000   52.418    0.000 /usr/share/miniconda/envs/run_env/lib/python3.7/json/encoder.py:333(_iterencode_dict)
   183493   27.180    0.000   37.229    0.000 /usr/share/miniconda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:640(add_edges_from)
 82760681   15.753    0.000   15.753    0.000 {method 'get' of 'dict' objects}
    21783   15.355    0.001   89.846    0.004 /usr/share/miniconda/envs/run_env/lib/python3.7/json/__init__.py:120(dump)
        3   13.318    4.439   24.152    8.051 /home/runner/work/autotick-bot/autotick-bot/cf-scripts/conda_forge_tick/mamba_solver.py:150(__init__)
    43816   11.958    0.000   16.264    0.000 /usr/share/miniconda/envs/run_env/lib/python3.7/json/decoder.py:343(raw_decode)
 49247038   11.538    0.000   11.538    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        3   10.820    3.607   10.832    3.611 /home/runner/work/autotick-bot/autotick-bot/cf-scripts/conda_forge_tick/mamba_solver.py:91(get_index)
52229968/49268168   10.011    0.000   61.200    0.000 /usr/share/miniconda/envs/run_env/lib/python3.7/json/encoder.py:413(_iterencode)
      368    8.960    0.024    8.960    0.024 {built-in method posix.read}
     3310    8.175    0.002    8.175    0.002 {built-in method time.sleep}
  1937055    6.326    0.000    6.326    0.000 {method 'match' of 're.Pattern' objects}
    11248    6.220    0.001    6.220    0.001 {method 'read' of '_ssl._SSLSocket' objects}
45132697/45132437    6.179    0.000    6.340    0.000 {built-in method builtins.isinstance}
   748179    6.140    0.000    6.140    0.000 /usr/share/miniconda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:495(remove_node)
      191    5.958    0.031    5.965    0.031 {built-in method _posixsubprocess.fork_exec}
19999895/19927682    5.834    0.000   20.740    0.000 /usr/share/miniconda/envs/run_env/lib/python3.7/json/encoder.py:277(_iterencode_list)
 31981162    5.370    0.000    8.355    0.000 {method 'update' of 'dict' objects}
 52216561    5.229    0.000    5.229    0.000 {built-in method builtins.id}
 19026250    4.897    0.000    4.897    0.000 {built-in method _json.encode_basestring_ascii}
  9054290    4.792    0.000    6.725    0.000 /usr/share/miniconda/envs/run_env/lib/python3.7/copy.py:253(_keep_alive)
2592731/2577902    4.261    0.000    6.314    0.000 {built-in method builtins.sorted}
   183460    3.957    0.000   50.393    0.000 /home/runner/work/autotick-bot/autotick-bot/cf-scripts/conda_forge_tick/utils.py:304(pluck)
  3944787    3.397    0.000   26.883    0.000 /home/runner/work/autotick-bot/autotick-bot/cf-scripts/conda_forge_tick/utils.py:176(__getitem__)
       16    3.364    0.210   56.130    3.508 /home/runner/work/autotick-bot/autotick-bot/cf-scripts/conda_forge_tick/migrators/migration_yaml.py:414(create_rebuild_graph)
     3696    3.292    0.001    3.455    0.001 {method 'read' of '_io.BufferedReader' objects}
    23458    3.239    0.000    3.239    0.000 {method 'search' of 're.Pattern' objects}
  2733068    3.201    0.000    4.306    0.000 /home/runner/work/autotick-bot/autotick-bot/cf-scripts/conda_forge_tick/utils.py:421(object_hook)
    21768    2.949    0.000   61.088    0.003 /home/runner/work/autotick-bot/autotick-bot/cf-scripts/conda_forge_tick/utils.py:171(_dump)
    44582    2.753    0.000    3.119    0.000 {method 'read' of '_io.TextIOWrapper' objects}
   542648    2.654    0.000   71.161    0.000 /home/runner/work/autotick-bot/autotick-bot/cf-scripts/conda_forge_tick/migrators/core.py:161(parse_already_pred)
    67807    2.648    0.000    3.042    0.000 {built-in method io.open}
       78    2.418    0.031    2.422    0.031 {built-in method posix.fork}
769520/3862    2.366    0.000   93.644    0.024 /usr/share/miniconda/envs/run_env/lib/python3.7/copy.py:269(_reconstruct)
   235967    2.077    0.000    2.150    0.000 {built-in method builtins.eval}
      217    2.045    0.009  159.768    0.736 /home/runner/work/autotick-bot/autotick-bot/cf-scripts/conda_forge_tick/contexts.py:57(effective_graph)
  4666334    2.044    0.000    2.486    0.000 /usr/share/miniconda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:716(<genexpr>)
 17622264    1.837    0.000    1.837    0.000 /usr/share/miniconda/envs/run_env/lib/python3.7/copy.py:190(_deepcopy_atomic)
18276254/18270458    1.794    0.000    1.799    0.000 {built-in method builtins.len}
    33195    1.775    0.000    1.881    0.000 /usr/share/miniconda/envs/run_env/lib/python3.7/json/encoder.py:204(iterencode)
     8619    1.759    0.000   10.695    0.001 /usr/share/miniconda/envs/run_env/lib/python3.7/site-packages/conda_build/metadata.py:191(select_lines)
