         697509345 function calls (583746313 primitive calls) in 553.176 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       97  118.327    1.220  118.327    1.220 {method 'poll' of 'select.poll' objects}
      504   55.662    0.110   55.772    0.111 /home/runner/work/autotick-bot/autotick-bot/cf-scripts/conda_forge_tick/mamba_solver.py:170(solve)
31912005/5595   28.560    0.000   81.049    0.014 /usr/share/miniconda/envs/run_env/lib/python3.7/copy.py:132(deepcopy)
8285678/3559   25.791    0.000   81.025    0.023 /usr/share/miniconda/envs/run_env/lib/python3.7/copy.py:237(_deepcopy_dict)
115235047/46206237   25.240    0.000   42.740    0.000 /usr/share/miniconda/envs/run_env/lib/python3.7/json/encoder.py:333(_iterencode_dict)
   183719   22.973    0.000   31.498    0.000 /usr/share/miniconda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:640(add_edges_from)
     4702   22.111    0.005   22.111    0.005 {built-in method time.sleep}
     7321   15.301    0.002   15.301    0.002 {method 'read' of '_ssl._SSLSocket' objects}
 82786860   13.363    0.000   13.363    0.000 {method 'get' of 'dict' objects}
    22041   12.623    0.001   73.904    0.003 /usr/share/miniconda/envs/run_env/lib/python3.7/json/__init__.py:120(dump)
        3   12.234    4.078   12.246    4.082 /home/runner/work/autotick-bot/autotick-bot/cf-scripts/conda_forge_tick/mamba_solver.py:91(get_index)
        3   11.437    3.812   23.684    7.895 /home/runner/work/autotick-bot/autotick-bot/cf-scripts/conda_forge_tick/mamba_solver.py:150(__init__)
    42465   11.187    0.000   14.674    0.000 /usr/share/miniconda/envs/run_env/lib/python3.7/json/decoder.py:343(raw_decode)
 46185100    9.702    0.000    9.702    0.000 {method 'write' of '_io.TextIOWrapper' objects}
48665769/46206237    8.164    0.000   50.051    0.000 /usr/share/miniconda/envs/run_env/lib/python3.7/json/encoder.py:413(_iterencode)
      236    7.623    0.032    7.623    0.032 {built-in method posix.read}
41875186/41874926    5.098    0.000    5.234    0.000 {built-in method builtins.isinstance}
   749115    4.931    0.000    4.931    0.000 /usr/share/miniconda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:495(remove_node)
