         930969465 function calls (767440718 primitive calls) in 648.020 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      979  147.302    0.150  147.302    0.150 {method 'poll' of 'select.poll' objects}
    13667   47.495    0.003   47.495    0.003 {built-in method time.sleep}
192291242/81880370   39.839    0.000   72.727    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:333(_iterencode_dict)
     1368   31.331    0.023   31.331    0.023 {built-in method posix.read}
9183436/2406   27.120    0.000   79.761    0.033 /opt/conda/envs/run_env/lib/python3.7/copy.py:237(_deepcopy_dict)
35227895/2498   26.106    0.000   79.780    0.032 /opt/conda/envs/run_env/lib/python3.7/copy.py:132(deepcopy)
      512   25.038    0.049   25.053    0.049 {built-in method _posixsubprocess.fork_exec}
   210623   22.847    0.000   30.588    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:640(add_edges_from)
      411   20.087    0.049   20.100    0.049 {built-in method posix.fork}
    25266   20.040    0.001  119.009    0.005 /opt/conda/envs/run_env/lib/python3.7/json/__init__.py:120(dump)
 84637743   14.639    0.000   14.639    0.000 {method 'get' of 'dict' objects}
89310704/81880370   14.133    0.000   84.559    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:413(_iterencode)
 81856274   13.944    0.000   13.944    0.000 {method 'write' of '_io.TextIOWrapper' objects}
    11628   12.120    0.001   12.120    0.001 {method 'read' of '_ssl._SSLSocket' objects}
    74709   11.744    0.000   12.126    0.000 {built-in method io.open}
    45428   11.148    0.000   16.908    0.000 /opt/conda/envs/run_env/lib/python3.7/json/decoder.py:343(raw_decode)
48039015/47973912   11.031    0.000   38.925    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:277(_iterencode_list)
        3   10.176    3.392   20.184    6.728 /root/repo/cf-scripts/conda_forge_tick/mamba_solver.py:150(__init__)
        3    9.998    3.333   10.007    3.336 /root/repo/cf-scripts/conda_forge_tick/mamba_solver.py:91(get_index)
69166261/69166008    7.153    0.000    7.289    0.000 {built-in method builtins.isinstance}
   834962    6.577    0.000    6.577    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:495(remove_node)
     5609    6.077    0.001    6.235    0.001 {method 'read' of '_io.BufferedReader' objects}
 30038560    5.942    0.000    5.942    0.000 {built-in method _json.encode_basestring_ascii}
5152955/5139236    5.439    0.000    8.018    0.000 {built-in method builtins.sorted}
    45849    5.159    0.000    5.440    0.000 {method 'read' of '_io.TextIOWrapper' objects}
 60340763    4.527    0.000    4.527    0.000 {built-in method builtins.id}
 10037747    3.940    0.000    5.550    0.000 /opt/conda/envs/run_env/lib/python3.7/copy.py:253(_keep_alive)
 31045848    3.247    0.000    3.324    0.000 {method 'update' of 'dict' objects}
   210584    3.092    0.000   42.136    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:304(pluck)
  4339427    2.974    0.000   28.921    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:176(__getitem__)
       19    2.909    0.153   50.541    2.660 /root/repo/cf-scripts/conda_forge_tick/migrators/migration_yaml.py:414(create_rebuild_graph)
       41    2.688    0.066    4.462    0.109 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/readwrite/json_graph/node_link.py:97(<listcomp>)
