         1606763844 function calls (1330319397 primitive calls) in 1195.142 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2327  318.344    0.137  318.344    0.137 {method 'poll' of 'select.poll' objects}
    38664  127.355    0.003  127.355    0.003 {built-in method time.sleep}
     3479   93.446    0.027   93.446    0.027 {built-in method posix.read}
     1521   79.017    0.052   79.064    0.052 {built-in method _posixsubprocess.fork_exec}
378278450/170932569   75.444    0.000  150.173    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:333(_iterencode_dict)
      929   47.215    0.051   47.244    0.051 {built-in method posix.fork}
    13895   39.456    0.003   39.456    0.003 {method 'read' of '_ssl._SSLSocket' objects}
    25946   38.365    0.001  236.505    0.009 /opt/conda/envs/run_env/lib/python3.7/json/__init__.py:120(dump)
192593233/170932569   29.975    0.000  173.563    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:413(_iterencode)
136258929/136157259   29.778    0.000  106.091    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:277(_iterencode_list)
35579113/2844   25.449    0.000   73.855    0.026 /opt/conda/envs/run_env/lib/python3.7/copy.py:132(deepcopy)
9266140/2742   24.436    0.000   73.817    0.027 /opt/conda/envs/run_env/lib/python3.7/copy.py:237(_deepcopy_dict)
170911640   24.245    0.000   24.245    0.000 {method 'write' of '_io.TextIOWrapper' objects}
   234297   19.557    0.000   26.887    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:640(add_edges_from)
156101091/156100837   15.996    0.000   16.311    0.000 {built-in method builtins.isinstance}
 86646323   12.110    0.000   12.110    0.000 {method 'get' of 'dict' objects}
    46724   10.899    0.000   13.737    0.000 /opt/conda/envs/run_env/lib/python3.7/json/decoder.py:343(raw_decode)
12941203/12924995   10.456    0.000   15.686    0.000 {built-in method builtins.sorted}
        3    9.764    3.255   18.047    6.016 /root/repo/cf-scripts/conda_forge_tick/mamba_solver.py:150(__init__)
 58945124    9.205    0.000    9.205    0.000 {built-in method _json.encode_basestring_ascii}
        3    8.272    2.757    8.281    2.760 /root/repo/cf-scripts/conda_forge_tick/mamba_solver.py:91(get_index)
      121    7.058    0.058   11.884    0.098 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/readwrite/json_graph/node_link.py:97(<listcomp>)
      121    6.457    0.053    7.612    0.063 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/readwrite/json_graph/node_link.py:88(<listcomp>)
    84267    6.330    0.000    6.637    0.000 {built-in method io.open}
    12855    5.883    0.000    6.029    0.000 {method 'read' of '_io.BufferedReader' objects}
 69565354    5.224    0.000    5.224    0.000 {built-in method builtins.id}
    47426    5.193    0.000    5.457    0.000 {method 'read' of '_io.TextIOWrapper' objects}
   841894    4.988    0.000    4.988    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:495(remove_node)
 13358837    4.691    0.000    5.692    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:716(<genexpr>)
    21875    4.112    0.000    4.112    0.000 {method 'acquire' of '_thread.lock' objects}
 10128345    3.810    0.000    5.364    0.000 /opt/conda/envs/run_env/lib/python3.7/copy.py:253(_keep_alive)
 33005225    3.430    0.000    3.543    0.000 {method 'update' of 'dict' objects}
 34201826    2.948    0.000    2.948    0.000 {method 'items' of 'dict' objects}
 31293880    2.889    0.000    2.889    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:353(<lambda>)
       21    2.844    0.135   49.416    2.353 /root/repo/cf-scripts/conda_forge_tick/migrators/migration_yaml.py:414(create_rebuild_graph)
   234254    2.780    0.000   37.036    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:304(pluck)
  4273816    2.747    0.000   25.045    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:176(__getitem__)
       30    2.542    0.085    2.551    0.085 /root/repo/cf-scripts/conda_forge_tick/mamba_solver.py:170(solve)
   584138    1.934    0.000   60.751    0.000 /root/repo/cf-scripts/conda_forge_tick/migrators/core.py:161(parse_already_pred)
861503/1088    1.820    0.000   73.795    0.068 /opt/conda/envs/run_env/lib/python3.7/copy.py:269(_reconstruct)
  9034465    1.788    0.000    1.788    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:485(<lambda>)
   210520    1.637    0.000    1.637    0.000 {built-in method posix.stat}
      238    1.527    0.006  127.517    0.536 /root/repo/cf-scripts/conda_forge_tick/contexts.py:57(effective_graph)
19340130/19299276    1.412    0.000    1.441    0.000 {built-in method builtins.len}
 19628378    1.398    0.000    1.398    0.000 /opt/conda/envs/run_env/lib/python3.7/copy.py:190(_deepcopy_atomic)
  4300116    1.339    0.000   22.306    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:161(_load)
  3928270    1.318    0.000    1.318    0.000 /root/repo/cf-scripts/conda_forge_tick/migrators/core.py:167(<genexpr>)
51002/44641    1.247    0.000    1.381    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/ruamel/yaml/constructor.py:154(construct_non_recursive_object)
   109196    1.204    0.000    1.859    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/xonsh/__amalgam__.py:19749(get_detyper)
  4122205    1.130    0.000   26.033    0.000 /opt/conda/envs/run_env/lib/python3.7/_collections_abc.py:657(get)
  3335539    1.126    0.000    1.398    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:799(<genexpr>)
  2931945    1.097    0.000    2.838    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:421(object_hook)
    25820    1.093    0.000   52.013    0.002 /root/repo/cf-scripts/conda_forge_tick/utils.py:171(_dump)
  1814713    1.040    0.000    1.040    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:701(remove_edge)
   604142    1.017    0.000   64.806    0.000 /root/repo/cf-scripts/conda_forge_tick/migrators/core.py:138(filter)
      121    0.976    0.008  214.634    1.774 /root/repo/cf-scripts/conda_forge_tick/utils.py:509(dump_graph)
 10938380    0.906    0.000    0.906    0.000 {method 'append' of 'list' objects}
  2720599    0.822    0.000    0.822    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:186(__getitem__)
   928660    0.816    0.000    1.016    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:695(<lambda>)
     1728    0.781    0.000    0.781    0.000 {built-in method builtins.compile}
3600091/3598891    0.779    0.000    0.783    0.000 {built-in method builtins.getattr}
   698705    0.773    0.000    1.510    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:687(__init__)
  1503669    0.724    0.000    1.429    0.000 /opt/conda/envs/run_env/lib/python3.7/_collections_abc.py:742(__iter__)
