         976940673 function calls (813644458 primitive calls) in 1657.944 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      479  689.606    1.440  689.606    1.440 {method 'poll' of 'select.poll' objects}
      998   71.158    0.071   71.158    0.071 {built-in method posix.read}
      507   68.046    0.134   68.194    0.135 /root/repo/cf-scripts/conda_forge_tick/mamba_solver.py:170(solve)
      613   63.164    0.103   63.182    0.103 {built-in method _posixsubprocess.fork_exec}
     2997   57.784    0.019   57.784    0.019 {method 'read' of '_ssl._SSLSocket' objects}
181367176/76081928   54.847    0.000  100.559    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:333(_iterencode_dict)
    12091   51.497    0.004   51.497    0.004 {built-in method time.sleep}
   236211   50.833    0.000   65.472    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:640(add_edges_from)
9612359/4065   47.379    0.000  138.218    0.034 /opt/conda/envs/run_env/lib/python3.7/copy.py:237(_deepcopy_dict)
37031885/6179   44.242    0.000  138.276    0.022 /opt/conda/envs/run_env/lib/python3.7/copy.py:132(deepcopy)
    27082   28.621    0.001  172.903    0.006 /opt/conda/envs/run_env/lib/python3.7/json/__init__.py:120(dump)
 95108761   28.394    0.000   28.394    0.000 {method 'get' of 'dict' objects}
 76057334   26.558    0.000   26.558    0.000 {method 'write' of '_io.TextIOWrapper' objects}
    50001   23.044    0.000   28.641    0.001 /opt/conda/envs/run_env/lib/python3.7/json/decoder.py:343(raw_decode)
82883738/76081928   19.437    0.000  116.855    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:413(_iterencode)
    83375   15.949    0.000   16.794    0.000 {built-in method io.open}
41267889/41086448   14.490    0.000   50.796    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:277(_iterencode_list)
        3   13.454    4.485   22.747    7.582 /root/repo/cf-scripts/conda_forge_tick/mamba_solver.py:150(__init__)
   869988   13.390    0.000   13.390    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:495(remove_node)
72261298/72261039   11.106    0.000   11.459    0.000 {built-in method builtins.isinstance}
       11   10.360    0.942   10.603    0.964 /opt/conda/envs/run_env/lib/python3.7/site-packages/libarchive/extract.py:43(extract_entries)
        3    9.274    3.091    9.291    3.097 /root/repo/cf-scripts/conda_forge_tick/mamba_solver.py:91(get_index)
4604966/4562351    8.924    0.000   14.835    0.000 {built-in method builtins.sorted}
 28315601    8.413    0.000    8.413    0.000 {built-in method _json.encode_basestring_ascii}
     3825    8.361    0.002    8.365    0.002 {method 'read' of '_io.BufferedReader' objects}
   236168    7.957    0.000   89.911    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:304(pluck)
 62489720    7.434    0.000    7.434    0.000 {built-in method builtins.id}
  2020038    7.346    0.000    7.346    0.000 {method 'match' of 're.Pattern' objects}
 35859851    6.726    0.000    9.024    0.000 {method 'update' of 'dict' objects}
 10517329    6.378    0.000    9.174    0.000 /opt/conda/envs/run_env/lib/python3.7/copy.py:253(_keep_alive)
       21    5.609    0.267  103.441    4.926 /root/repo/cf-scripts/conda_forge_tick/migrators/migration_yaml.py:414(create_rebuild_graph)
     1325    5.080    0.004    5.081    0.004 {built-in method builtins.compile}
  4453720    4.562    0.000   45.398    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:176(__getitem__)
    51507    4.452    0.000    5.099    0.000 {method 'read' of '_io.TextIOWrapper' objects}
  6916134    4.221    0.000    5.027    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:716(<genexpr>)
       33    3.943    0.119    6.290    0.191 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/readwrite/json_graph/node_link.py:97(<listcomp>)
   610032    3.854    0.000  114.137    0.000 /root/repo/cf-scripts/conda_forge_tick/migrators/core.py:161(parse_already_pred)
    27234    3.527    0.000    3.527    0.000 {method 'search' of 're.Pattern' objects}
  3073980    3.411    0.000    5.597    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:421(object_hook)
    27022    3.377    0.000  102.262    0.004 /root/repo/cf-scripts/conda_forge_tick/utils.py:171(_dump)
      444    3.372    0.008  244.347    0.550 /root/repo/cf-scripts/conda_forge_tick/contexts.py:57(effective_graph)
895378/4576    3.121    0.000  137.835    0.030 /opt/conda/envs/run_env/lib/python3.7/copy.py:269(_reconstruct)
  4482377    2.716    0.000   40.857    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:161(_load)
 17811809    2.638    0.000    2.638    0.000 {method 'items' of 'dict' objects}
20516424/20501427    2.568    0.000    2.585    0.000 {built-in method builtins.len}
  1830973    2.544    0.000    2.544    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:701(remove_edge)
   236178    2.438    0.000    2.518    0.000 {built-in method builtins.eval}
  3412192    2.273    0.000    2.753    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:799(<genexpr>)
     9036    2.214    0.000   12.683    0.001 /opt/conda/envs/run_env/lib/python3.7/site-packages/conda_build/metadata.py:191(select_lines)
 20475406    2.211    0.000    2.211    0.000 /opt/conda/envs/run_env/lib/python3.7/copy.py:190(_deepcopy_atomic)
  4127653    2.210    0.000    2.210    0.000 /root/repo/cf-scripts/conda_forge_tick/migrators/core.py:167(<genexpr>)
  3291330    2.125    0.000    3.349    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/conda/models/match_spec.py:207(get_exact_value)
 15472434    2.118    0.000    2.118    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:353(<lambda>)
  4314955    2.078    0.000   47.308    0.000 /opt/conda/envs/run_env/lib/python3.7/_collections_abc.py:657(get)
5252566/5252236    1.973    0.000    1.976    0.000 {built-in method builtins.getattr}
   218052    1.955    0.000    1.955    0.000 {built-in method posix.stat}
   631184    1.927    0.000  121.159    0.000 /root/repo/cf-scripts/conda_forge_tick/migrators/core.py:138(filter)
 12619897    1.765    0.000    1.765    0.000 {method 'append' of 'list' objects}
    10228    1.715    0.000    1.715    0.000 {method 'acquire' of '_thread.lock' objects}
  2491599    1.667    0.000    1.667    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:485(<lambda>)
       17    1.612    0.095    1.613    0.095 {built-in method posix.fork}
    12452    1.584    0.000    8.501    0.001 /opt/conda/envs/run_env/lib/python3.7/site-packages/conda_build/metadata.py:1189(ms_depends)
   283551    1.583    0.000    1.733    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:574(add_edge)
   236168    1.514    0.000    4.438    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:320(<setcomp>)
  1477960    1.475    0.000    2.614    0.000 /opt/conda/envs/run_env/lib/python3.7/_collections_abc.py:742(__iter__)
755103/824    1.382    0.000    4.894    0.006 /opt/conda/envs/run_env/lib/python3.7/ast.py:273(generic_visit)
    14786    1.371    0.000    1.371    0.000 {method 'findall' of 're.Pattern' objects}
   704303    1.363    0.000    2.648    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:687(__init__)
   895378    1.345    0.000    2.415    0.000 {method '__reduce_ex__' of 'object' objects}
     9355    1.213    0.000    5.135    0.001 /opt/conda/envs/run_env/lib/python3.7/site-packages/conda_build/metadata.py:73(ns_cfg)
  3288160    1.189    0.000    4.530    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/conda/models/match_spec.py:423(name)
  1794233    1.121    0.000    1.121    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:186(__getitem__)
  3165149    1.109    0.000    1.824    0.000 {built-in method builtins.hasattr}
   616247    1.103    0.000    1.594    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:545(frozen_to_json_friendly)
        1    1.065    1.065   41.271   41.271 /root/repo/cf-scripts/conda_forge_tick/auto_tick.py:313(add_replacement_migrator)
       33    0.994    0.030    1.578    0.048 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/readwrite/json_graph/node_link.py:88(<listcomp>)
   596430    0.980    0.000   16.298    0.000 /root/repo/cf-scripts/conda_forge_tick/migrators/migration_yaml.py:329(filter)
   674443    0.958    0.000    1.989    0.000 /opt/conda/envs/run_env/lib/python3.7/os.py:676(__getitem__)
760415/824    0.942    0.000    4.904    0.006 /opt/conda/envs/run_env/lib/python3.7/site-packages/depfinder/main.py:106(visit)
  7132424    0.856    0.000    0.856    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:703(<lambda>)
  3291330    0.836    0.000    0.836    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/conda/models/match_spec.py:842(exact_value)
       33    0.802    0.024   98.726    2.992 /root/repo/cf-scripts/conda_forge_tick/utils.py:509(dump_graph)
    38819    0.799    0.000    1.004    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:204(iterencode)
    40234    0.792    0.000    2.486    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/ruamel/yaml/scanner.py:1519(scan_plain)
   807821    0.792    0.000    1.769    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/jinja2/nodes.py:155(iter_child_nodes)
    43130    0.763    0.000    1.161    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/xonsh/__amalgam__.py:19775(get_detyper)
  1855438    0.669    0.000    0.669    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/graph.py:406(__contains__)
   143767    0.644    0.000    1.414    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/jinja2/lexer.py:662(tokeniter)
  1932349    0.643    0.000    0.975    0.000 /opt/conda/envs/run_env/lib/python3.7/ast.py:181(iter_fields)
   889984    0.631    0.000    0.821    0.000 /opt/conda/envs/run_env/lib/python3.7/copyreg.py:87(__newobj__)
   704324    0.616    0.000    3.264    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:1019(__call__)
   933085    0.614    0.000    0.614    0.000 {method 'copy' of 'dict' objects}
760415/824    0.602    0.000    4.899    0.006 /opt/conda/envs/run_env/lib/python3.7/ast.py:267(visit)
   696705    0.597    0.000    1.182    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/ruamel/yaml/scanner.py:198(need_more_tokens)
   704284    0.582    0.000    0.991    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/graph.py:1848(nbunch_iter)
   631410    0.581    0.000    1.674    0.000 /root/repo/cf-scripts/conda_forge_tick/migrators/core.py:45(_parse_bad_attr)
   610351    0.567    0.000    0.748    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/graph.py:656(nodes)
  1783188    0.560    0.000    2.624    0.000 /opt/conda/envs/run_env/lib/python3.7/copy.py:274(<genexpr>)
    22090    0.559    0.000   54.653    0.002 /root/repo/cf-scripts/conda_forge_tick/migrators/version.py:382(filter)
   575694    0.554    0.000    0.871    0.000 /root/repo/cf-scripts/conda_forge_tick/migrators/migration_yaml.py:399(migrator_uid)
   312361    0.539    0.000    0.581    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/yaml/reader.py:99(forward)
  1290765    0.536    0.000    0.850    0.000 /root/repo/cf-scripts/conda_forge_tick/migrators/migration_yaml.py:440(<lambda>)
   936204    0.510    0.000    0.929    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:695(<lambda>)
   888922    0.496    0.000    1.070    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:187(__getstate__)
  1424607    0.489    0.000    0.784    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/jinja2/nodes.py:137(iter_fields)
  1335656    0.487    0.000    0.487    0.000 {method 'decode' of 'bytes' objects}
   187333    0.484    0.000    0.511    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/ruamel/yaml/reader.py:163(forward)
   468092    0.482    0.000    1.265    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:1145(__init__)
    51264    0.479    0.000    0.479    0.000 {built-in method _codecs.utf_8_decode}
  1803641    0.468    0.000    0.468    0.000 {method 'startswith' of 'str' objects}
        1    0.464    0.464  181.414  181.414 /root/repo/cf-scripts/conda_forge_tick/auto_tick.py:645(initialize_migrators)
   403666    0.461    0.000    0.618    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:412(default)
    49872    0.460    0.000    0.460    0.000 /opt/conda/envs/run_env/lib/python3.7/json/decoder.py:284(__init__)
   717204    0.459    0.000    0.479    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/ruamel/yaml/scanner.py:343(stale_possible_simple_keys)
   191514    0.444    0.000    2.200    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:136(__init__)
    45993    0.441    0.000    1.812    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/ruamel/yaml/parser.py:343(parse_node)
   371379    0.437    0.000    4.918    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/ruamel/yaml/scanner.py:166(check_token)
   623455    0.434    0.000    0.434    0.000 /root/repo/cf-scripts/conda_forge_tick/migrators/core.py:307(migrator_uid)
   936204    0.419    0.000    0.419    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:695(<listcomp>)
   236168    0.416    0.000    1.110    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:319(<setcomp>)
   124591    0.409    0.000    1.822    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/conda/models/match_spec.py:36(__call__)
   655456    0.408    0.000    0.829    0.000 /opt/conda/envs/run_env/lib/python3.7/os.py:699(__iter__)
   124591    0.400    0.000    0.905    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/conda/models/match_spec.py:397(_build_components)
   207093    0.388    0.000    0.388    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/conda_build/metadata.py:531(check_bad_chrs)
  1293714    0.385    0.000    0.819    0.000 /opt/conda/envs/run_env/lib/python3.7/os.py:758(decode)
   203031    0.379    0.000    0.869    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/conda_build/metadata.py:1146(name)
   468092    0.368    0.000    0.488    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:362(pred)
   675400    0.365    0.000    0.636    0.000 /opt/conda/envs/run_env/lib/python3.7/os.py:754(encode)
   452820    0.363    0.000    0.717    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/yaml/scanner.py:145(need_more_tokens)
    79957    0.361    0.000    0.361    0.000 {built-in method _locale.nl_langinfo}
    50001    0.361    0.000   30.050    0.001 /opt/conda/envs/run_env/lib/python3.7/json/__init__.py:299(loads)
  1172850    0.357    0.000    0.480    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/ruamel/yaml/scanner.py:86(flow_level)
    27768    0.356    0.000    1.570    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/yaml/scanner.py:1270(scan_plain)
   468092    0.353    0.000    0.844    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:797(__iter__)
    43866    0.350    0.000    0.360    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/conda/models/version.py:281(__lt__)
   468092    0.346    0.000    1.611    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:903(in_edges)
     1195    0.342    0.000    0.342    0.000 {method 'recv_into' of '_socket.socket' objects}
  1107235    0.338    0.000    0.345    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/ruamel/yaml/reader.py:132(peek)
    27082    0.332    0.000  173.235    0.006 /root/repo/cf-scripts/conda_forge_tick/utils.py:448(dump)
  1785698    0.325    0.000    0.327    0.000 {built-in method builtins.issubclass}
    66217    0.324    0.000    4.614    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/ruamel/yaml/scanner.py:215(fetch_more_tokens)
  1152998    0.321    0.000    0.321    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/yaml/reader.py:87(peek)
265874/499    0.304    0.000    4.343    0.009 /opt/conda/envs/run_env/lib/python3.7/site-packages/jinja2/visitor.py:28(visit)
33181/31723    0.299    0.000    1.412    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/conda/exports.py:181(__call__)
    79957    0.298    0.000    0.659    0.000 /opt/conda/envs/run_env/lib/python3.7/_bootlocale.py:33(getpreferredencoding)
   704732    0.295    0.000    0.295    0.000 {built-in method fromkeys}
   275240    0.294    0.000    3.710    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/yaml/scanner.py:113(check_token)
    16128    0.285    0.000   61.683    0.004 /root/repo/cf-scripts/conda_forge_tick/migrators/core.py:466(filter)
    75178    0.285    0.000    0.459    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/jinja2/nodes.py:115(__init__)
   460377    0.284    0.000    0.284    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/yaml/scanner.py:279(stale_possible_simple_keys)
    49872    0.284    0.000   35.356    0.001 /opt/conda/envs/run_env/lib/python3.7/json/__init__.py:274(load)
     9935    0.278    0.000    0.278    0.000 {method 'splitlines' of 'str' objects}
  2491599    0.277    0.000    0.277    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:701(<lambda>)
   563596    0.276    0.000    0.276    0.000 {method 'split' of 'str' objects}
       19    0.268    0.014    0.268    0.014 {method 'load_verify_locations' of '_ssl._SSLContext' objects}
8752/5320    0.267    0.000   22.040    0.004 /opt/conda/envs/run_env/lib/python3.7/site-packages/conda_build/metadata.py:1657(get_recipe_text)
181948/1784    0.267    0.000    1.111    0.001 /opt/conda/envs/run_env/lib/python3.7/site-packages/jinja2/nodes.py:175(find_all)
   598673    0.267    0.000    0.371    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/ruamel/yaml/parser.py:121(scanner)
    60059    0.265    0.000    0.423    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/conda_build/metadata.py:1068(get_value)
   231934    0.262    0.000    0.836    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:711(__len__)
     1226    0.260    0.000   44.040    0.036 /opt/conda/envs/run_env/lib/python3.7/site-packages/xonsh/__amalgam__.py:15507(iterraw)
  1265344    0.260    0.000    0.260    0.000 {method 'lstrip' of 'str' objects}
   107059    0.255    0.000    1.991    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/jinja2/lexer.py:618(wrap)
    50001    0.250    0.000   29.176    0.001 /opt/conda/envs/run_env/lib/python3.7/json/decoder.py:332(decode)
      825    0.250    0.000    9.738    0.012 /opt/conda/envs/run_env/lib/python3.7/site-packages/depfinder/main.py:245(parse_file)
    25654    0.248    0.000   99.564    0.004 /root/repo/cf-scripts/conda_forge_tick/utils.py:195(__exit__)
      346    0.248    0.001    0.414    0.001 {method 'get_single_node' of '_yaml.CParser' objects}
   124591    0.246    0.000    1.184    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/conda/models/match_spec.py:173(__init__)
        1    0.246    0.246   10.032   10.032 /root/repo/cf-scripts/conda_forge_tick/migrators/arch.py:41(__init__)
 45993/74    0.245    0.000    9.594    0.130 /opt/conda/envs/run_env/lib/python3.7/site-packages/ruamel/yaml/composer.py:109(compose_node)
     1662    0.241    0.000    0.241    0.000 {built-in method posix.close}
  1285624    0.241    0.000    0.241    0.000 {method 'rstrip' of 'str' objects}
150659/7065    0.240    0.000    1.325    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/jinja2/visitor.py:35(generic_visit)
  1020494    0.240    0.000    0.240    0.000 {built-in method __new__ of type object at 0x55d2659008e0}
     1719    0.239    0.000    0.309    0.000 /opt/conda/envs/run_env/lib/python3.7/logging/__init__.py:1304(_clear_cache)
775234/775215    0.232    0.000    0.233    0.000 {method 'encode' of 'str' objects}
    38820    0.231    0.000    0.645    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/yaml/scanner.py:1311(scan_plain_spaces)
   917488    0.227    0.000    0.227    0.000 {built-in method builtins.iter}
   236232    0.223    0.000    0.596    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:992(__init__)
   289022    0.223    0.000    0.238    0.000 {built-in method _abc._abc_instancecheck}
     9656    0.221    0.000    0.223    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/libarchive/read.py:18(__iter__)
   159884    0.220    0.000    0.335    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/ruamel/yaml/reader.py:178(get_mark)
    35811    0.215    0.000    0.913    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/yaml/parser.py:273(parse_node)
  1274710    0.214    0.000    0.214    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/ruamel/yaml/scanner.py:145(reader)
    40596    0.213    0.000    0.541    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/ruamel/yaml/scanner.py:1596(scan_plain_spaces)
      660    0.211    0.000    0.211    0.000 {built-in method posix.openpty}
88106/88052    0.211    0.000    0.433    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/conda/models/version.py:33(__call__)
282926/214538    0.208    0.000   18.346    0.000 {method 'join' of 'str' objects}
  1041703    0.205    0.000    0.205    0.000 {method 'pop' of 'dict' objects}
        2    0.205    0.103    0.205    0.103 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:537(remove_nodes_from)
289757/167857    0.204    0.000    5.000    0.000 {built-in method builtins.next}
   232580    0.203    0.000    0.407    0.000 {built-in method builtins.sum}
    49872    0.201    0.000   35.557    0.001 /root/repo/cf-scripts/conda_forge_tick/utils.py:475(load)
        1    0.201    0.201    0.568    0.568 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/readwrite/json_graph/node_link.py:103(node_link_graph)
   235066    0.198    0.000    0.198    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/chardet/codingstatemachine.py:66(next_state)
    71209    0.194    0.000    0.291    0.000 /opt/conda/envs/run_env/lib/python3.7/posixpath.py:75(join)
    54347    0.192    0.000    2.829    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/yaml/scanner.py:156(fetch_more_tokens)
97810/95163    0.188    0.000    0.372    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/yaml/constructor.py:67(construct_object)
       65    0.188    0.003    0.347    0.005 /opt/conda/envs/run_env/lib/python3.7/site-packages/chardet/mbcharsetprober.py:61(feed)
   784443    0.187    0.000    0.187    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/coreviews.py:41(__init__)
    62658    0.184    0.000    0.409    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/ruamel/yaml/scanner.py:846(scan_to_next_token)
   113078    0.182    0.000    0.311    0.000 /opt/conda/envs/run_env/lib/python3.7/logging/__init__.py:1356(debug)
   610351    0.181    0.000    0.181    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:176(__init__)
   156183    0.175    0.000    0.293    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/yaml/reader.py:114(get_mark)
      613    0.172    0.000  134.793    0.220 /opt/conda/envs/run_env/lib/python3.7/subprocess.py:1412(_execute_child)
   236211    0.172    0.000    0.423    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:714(__iter__)
   236232    0.172    0.000    0.768    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:837(edges)
   236232    0.171    0.000    0.224    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:341(succ)
   651027    0.171    0.000    0.171    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/ruamel/yaml/scanner.py:327(next_possible_simple_key)
    27082    0.170    0.000    0.205    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:259(_make_iterencode)
   599934    0.170    0.000    0.928    0.000 /opt/conda/envs/run_env/lib/python3.7/_collections_abc.py:719(__iter__)
    51264    0.168    0.000    0.647    0.000 /opt/conda/envs/run_env/lib/python3.7/codecs.py:319(decode)
   207686    0.168    0.000    0.230    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/jinja2/lexer.py:275(test)
   265874    0.165    0.000    0.274    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/jinja2/visitor.py:20(get_visitor)
     5940    0.165    0.000    0.187    0.000 /root/repo/cf-scripts/conda_forge_tick/migrators/core.py:37(_sanitized_muids)
    25328    0.163    0.000    3.499    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/ruamel/yaml/parser.py:569(parse_block_mapping_key)
   596733    0.162    0.000    0.162    0.000 {method 'group' of 're.Match' objects}
    40418    0.157    0.000    0.565    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/ruamel/yaml/composer.py:142(compose_scalar_node)
    20239    0.156    0.000    0.366    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/ruamel/yaml/scanner.py:618(fetch_value)
     8752    0.155    0.000    3.340    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/conda_build/metadata.py:772(_filter_recipe_text)
   134058    0.154    0.000    8.334    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/ruamel/yaml/parser.py:135(check_event)
   463868    0.152    0.000    0.201    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:712(<genexpr>)
     1078    0.147    0.000    6.194    0.006 /opt/conda/envs/run_env/lib/python3.7/site-packages/conda_build/metadata.py:550(build_string_from_metadata)
39234/10075    0.146    0.000    0.669    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/jinja2/visitor.py:52(generic_visit)
    50047    0.145    0.000    0.309    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/ruamel/yaml/resolver.py:357(resolve)
      728    0.144    0.000    0.144    0.000 {method 'flush' of '_io.BufferedWriter' objects}
    20236    0.142    0.000    3.391    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/ruamel/yaml/parser.py:598(parse_block_mapping_value)
    97810    0.142    0.000    0.196    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/yaml/resolver.py:143(resolve)
    54347    0.138    0.000    0.369    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/yaml/scanner.py:752(scan_to_next_token)
   115316    0.136    0.000    0.143    0.000 /opt/conda/envs/run_env/lib/python3.7/logging/__init__.py:1614(isEnabledFor)
   322505    0.131    0.000    0.161    0.000 {built-in method builtins.setattr}
    12089    0.131    0.000    0.174    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/xonsh/__amalgam__.py:15780(_prev_procs_done)
   144795    0.131    0.000    0.248    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/conda/models/match_spec.py:405(_make_component)
   194190    0.131    0.000    1.787    0.000 /opt/conda/envs/run_env/lib/python3.7/genericpath.py:16(exists)
    17073    0.129    0.000    0.567    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/conda_build/variants.py:105(get_default_variant)
   618911    0.129    0.000    0.129    0.000 {method 'keys' of 'dict' objects}
    40416    0.126    0.000    0.271    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/ruamel/yaml/scanner.py:363(save_possible_simple_key)
   117659    0.121    0.000    4.636    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/yaml/parser.py:94(check_event)
35980/153    0.120    0.000    5.067    0.033 /opt/conda/envs/run_env/lib/python3.7/site-packages/yaml/composer.py:63(compose_node)
