         1005472911 function calls (830962990 primitive calls) in 932.913 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      649  254.202    0.392  254.202    0.392 {method 'poll' of 'select.poll' objects}
207489671/88942287   51.472    0.000   97.272    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:333(_iterencode_dict)
    15152   51.421    0.003   51.421    0.003 {built-in method time.sleep}
     1094   47.562    0.043   47.562    0.043 {built-in method posix.read}
      583   40.379    0.069   40.395    0.069 {built-in method _posixsubprocess.fork_exec}
   235464   37.571    0.000   49.202    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:640(add_edges_from)
36669587/2807   34.958    0.000  105.595    0.038 /opt/conda/envs/run_env/lib/python3.7/copy.py:132(deepcopy)
9554423/2659   34.555    0.000  105.567    0.040 /opt/conda/envs/run_env/lib/python3.7/copy.py:237(_deepcopy_dict)
    25783   27.835    0.001  162.208    0.006 /opt/conda/envs/run_env/lib/python3.7/json/__init__.py:120(dump)
 88917481   21.271    0.000   21.271    0.000 {method 'write' of '_io.TextIOWrapper' objects}
 89876349   20.945    0.000   20.945    0.000 {method 'get' of 'dict' objects}
    76813   20.453    0.000   21.066    0.000 {built-in method io.open}
97367423/88942287   18.459    0.000  112.458    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:413(_iterencode)
      233   15.966    0.069   15.974    0.069 {built-in method posix.fork}
54326420/54253835   15.568    0.000   54.951    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:277(_iterencode_list)
    46353   15.454    0.000   22.282    0.000 /opt/conda/envs/run_env/lib/python3.7/json/decoder.py:343(raw_decode)
    11658   13.761    0.001   13.761    0.001 {method 'read' of '_ssl._SSLSocket' objects}
       72   12.082    0.168   12.104    0.168 /root/repo/cf-scripts/conda_forge_tick/mamba_solver.py:170(solve)
        3   11.101    3.700   19.726    6.575 /root/repo/cf-scripts/conda_forge_tick/mamba_solver.py:150(__init__)
75762939/75762684    9.793    0.000    9.983    0.000 {built-in method builtins.isinstance}
   868050    9.364    0.000    9.364    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:495(remove_node)
        3    8.607    2.869    8.623    2.874 /root/repo/cf-scripts/conda_forge_tick/mamba_solver.py:91(get_index)
5722740/5708624    7.975    0.000   11.779    0.000 {built-in method builtins.sorted}
 32411963    7.814    0.000    7.814    0.000 {built-in method _json.encode_basestring_ascii}
    46820    7.777    0.000    8.204    0.000 {method 'read' of '_io.TextIOWrapper' objects}
     6247    7.228    0.001    7.387    0.001 {method 'read' of '_io.BufferedReader' objects}
 63216267    6.276    0.000    6.276    0.000 {built-in method builtins.id}
       46    6.056    0.132    8.569    0.186 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/readwrite/json_graph/node_link.py:97(<listcomp>)
 10443361    5.070    0.000    7.300    0.000 /opt/conda/envs/run_env/lib/python3.7/copy.py:253(_keep_alive)
 35321357    4.990    0.000    5.186    0.000 {method 'update' of 'dict' objects}
   235421    4.848    0.000   66.216    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:304(pluck)
       21    4.181    0.199   73.960    3.522 /root/repo/cf-scripts/conda_forge_tick/migrators/migration_yaml.py:414(create_rebuild_graph)
  2941843    3.988    0.000    6.828    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:421(object_hook)
  7837764    3.693    0.000    4.393    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:716(<genexpr>)
  4422232    3.670    0.000   39.711    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:176(__getitem__)
   608044    2.936    0.000  100.469    0.000 /root/repo/cf-scripts/conda_forge_tick/migrators/core.py:161(parse_already_pred)
   197759    2.548    0.000    2.548    0.000 {built-in method posix.stat}
887951/1142    2.480    0.000  105.513    0.092 /opt/conda/envs/run_env/lib/python3.7/copy.py:269(_reconstruct)
      227    2.456    0.011  198.715    0.875 /root/repo/cf-scripts/conda_forge_tick/contexts.py:57(effective_graph)
    25737    2.447    0.000   85.699    0.003 /root/repo/cf-scripts/conda_forge_tick/utils.py:171(_dump)
 19973679    2.298    0.000    2.298    0.000 {method 'items' of 'dict' objects}
  4448186    2.072    0.000   36.051    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:161(_load)
19372791/19355588    2.024    0.000    2.041    0.000 {built-in method builtins.len}
  4269149    2.020    0.000   41.494    0.000 /opt/conda/envs/run_env/lib/python3.7/_collections_abc.py:657(get)
 17625882    1.971    0.000    1.971    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:353(<lambda>)
     8391    1.875    0.000    1.875    0.000 {method 'acquire' of '_thread.lock' objects}
  1823423    1.840    0.000    1.840    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:701(remove_edge)
 20220419    1.740    0.000    1.740    0.000 /opt/conda/envs/run_env/lib/python3.7/copy.py:190(_deepcopy_atomic)
  3397830    1.732    0.000    2.092    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:799(<genexpr>)
  4102046    1.698    0.000    1.698    0.000 /root/repo/cf-scripts/conda_forge_tick/migrators/core.py:167(<genexpr>)
   629196    1.483    0.000  106.099    0.000 /root/repo/cf-scripts/conda_forge_tick/migrators/core.py:138(filter)
 11029188    1.215    0.000    1.215    0.000 {method 'append' of 'list' objects}
  3454324    1.178    0.000    1.178    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:485(<lambda>)
       46    1.171    0.025    1.845    0.040 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/readwrite/json_graph/node_link.py:88(<listcomp>)
   235421    1.143    0.000    3.302    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:320(<setcomp>)
  1457336    1.089    0.000    1.959    0.000 /opt/conda/envs/run_env/lib/python3.7/_collections_abc.py:742(__iter__)
   887951    1.076    0.000    1.911    0.000 {method '__reduce_ex__' of 'object' objects}
   702098    1.074    0.000    2.073    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:687(__init__)
  1930125    0.971    0.000    0.971    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:186(__getitem__)
   613087    0.879    0.000    1.252    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:545(frozen_to_json_friendly)
  2794423    0.772    0.000    1.318    0.000 {built-in method builtins.hasattr}
        1    0.769    0.769   32.366   32.366 /root/repo/cf-scripts/conda_forge_tick/auto_tick.py:313(add_replacement_migrator)
2354491/2354041    0.758    0.000    0.760    0.000 {built-in method builtins.getattr}
   594594    0.752    0.000   12.730    0.000 /root/repo/cf-scripts/conda_forge_tick/migrators/migration_yaml.py:329(filter)
    40423    0.681    0.000    2.124    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/ruamel/yaml/scanner.py:1519(scan_plain)
       46    0.665    0.014  110.767    2.408 /root/repo/cf-scripts/conda_forge_tick/utils.py:509(dump_graph)
    42232    0.634    0.000    0.963    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/xonsh/__amalgam__.py:19775(get_detyper)
  7079172    0.632    0.000    0.632    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:703(<lambda>)
   282251    0.605    0.000    0.734    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:574(add_edge)
  1849108    0.545    0.000    0.545    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/graph.py:406(__contains__)
   361470    0.522    0.000    0.522    0.000 {method 'match' of 're.Pattern' objects}
   749851    0.513    0.000    0.691    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/graph.py:656(nodes)
   886688    0.487    0.000    0.627    0.000 /opt/conda/envs/run_env/lib/python3.7/copyreg.py:87(__newobj__)
   699025    0.481    0.000    0.961    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/ruamel/yaml/scanner.py:198(need_more_tokens)
   702119    0.474    0.000    2.547    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:1019(__call__)
   629428    0.471    0.000    1.370    0.000 /root/repo/cf-scripts/conda_forge_tick/migrators/core.py:45(_parse_bad_attr)
   702066    0.459    0.000    0.778    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/graph.py:1848(nbunch_iter)
  1773926    0.450    0.000    2.119    0.000 /opt/conda/envs/run_env/lib/python3.7/copy.py:274(<genexpr>)
    26395    0.445    0.000    0.605    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:204(iterencode)
   914686    0.437    0.000    0.437    0.000 {method 'copy' of 'dict' objects}
