         916137239 function calls (753204129 primitive calls) in 724.240 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      747  139.002    0.186  139.002    0.186 {method 'poll' of 'select.poll' objects}
192369342/82029181   47.552    0.000   88.598    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:333(_iterencode_dict)
    13692   45.605    0.003   45.605    0.003 {built-in method time.sleep}
   208199   35.745    0.000   46.719    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:643(add_edges_from)
34808632/2385   35.087    0.000  105.655    0.044 /opt/conda/envs/run_env/lib/python3.7/copy.py:132(deepcopy)
9074638/2385   34.688    0.000  105.632    0.044 /opt/conda/envs/run_env/lib/python3.7/copy.py:237(_deepcopy_dict)
     1148   33.493    0.029   33.493    0.029 {built-in method posix.read}
      527   28.045    0.053   28.059    0.053 {built-in method _posixsubprocess.fork_exec}
    24940   25.344    0.001  147.755    0.006 /opt/conda/envs/run_env/lib/python3.7/json/__init__.py:120(dump)
 83831777   20.044    0.000   20.044    0.000 {method 'get' of 'dict' objects}
 82005361   19.025    0.000   19.025    0.000 {method 'write' of '_io.TextIOWrapper' objects}
89544571/82029181   17.116    0.000  102.845    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:413(_iterencode)
      293   15.939    0.054   15.949    0.054 {built-in method posix.fork}
48515332/48456717   13.725    0.000   48.596    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:277(_iterencode_list)
    44441   12.226    0.000   19.307    0.000 /opt/conda/envs/run_env/lib/python3.7/json/decoder.py:343(raw_decode)
        3   12.205    4.068   21.172    7.057 /root/repo/cf-scripts/conda_forge_tick/mamba_solver.py:150(__init__)
    11531   11.693    0.001   11.693    0.001 {method 'read' of '_ssl._SSLSocket' objects}
   825612    8.956    0.000    8.956    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:498(remove_node)
        3    8.948    2.983    8.965    2.988 /root/repo/cf-scripts/conda_forge_tick/mamba_solver.py:91(get_index)
68686579/68686329    8.732    0.000    8.881    0.000 {built-in method builtins.isinstance}
    73517    7.357    0.000    7.887    0.000 {built-in method io.open}
 30053779    7.235    0.000    7.235    0.000 {built-in method _json.encode_basestring_ascii}
5185980/5172891    7.175    0.000   10.593    0.000 {built-in method builtins.sorted}
     5730    5.977    0.001    6.142    0.001 {method 'read' of '_io.BufferedReader' objects}
