         729809119 function calls (610726920 primitive calls) in 579.446 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      106  115.754    1.092  115.754    1.092 {method 'poll' of 'select.poll' objects}
      504   59.553    0.118   59.669    0.118 /home/runner/work/autotick-bot/autotick-bot/cf-scripts/conda_forge_tick/mamba_solver.py:170(solve)
36172786/5643   34.887    0.000   96.445    0.017 /usr/share/miniconda/envs/run_env/lib/python3.7/copy.py:132(deepcopy)
9395121/3603   29.638    0.000   96.418    0.027 /usr/share/miniconda/envs/run_env/lib/python3.7/copy.py:237(_deepcopy_dict)
113851924/45455468   26.165    0.000   44.033    0.000 /usr/share/miniconda/envs/run_env/lib/python3.7/json/encoder.py:333(_iterencode_dict)
   195339   25.830    0.000   35.562    0.000 /usr/share/miniconda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:640(add_edges_from)
 91501360   16.313    0.000   16.313    0.000 {method 'get' of 'dict' objects}
        3   15.168    5.056   27.016    9.005 /home/runner/work/autotick-bot/autotick-bot/cf-scripts/conda_forge_tick/mamba_solver.py:150(__init__)
    12589   13.373    0.001   13.373    0.001 {method 'read' of '_ssl._SSLSocket' objects}
    22262   13.170    0.001   76.701    0.003 /usr/share/miniconda/envs/run_env/lib/python3.7/json/__init__.py:120(dump)
        3   11.835    3.945   11.846    3.949 /home/runner/work/autotick-bot/autotick-bot/cf-scripts/conda_forge_tick/mamba_solver.py:91(get_index)
    42422   11.762    0.000   16.137    0.000 /usr/share/miniconda/envs/run_env/lib/python3.7/json/decoder.py:343(raw_decode)
 45434205   10.158    0.000   10.158    0.000 {method 'write' of '_io.TextIOWrapper' objects}
47750168/45455468    8.480    0.000   51.664    0.000 /usr/share/miniconda/envs/run_env/lib/python3.7/json/encoder.py:413(_iterencode)
      250    8.288    0.033    8.288    0.033 {built-in method posix.read}
     2443    6.630    0.003    6.630    0.003 {built-in method time.sleep}
   851175    6.460    0.000    6.460    0.000 /usr/share/miniconda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:495(remove_node)
 58537421    5.498    0.000    5.498    0.000 {built-in method builtins.id}
42280862/42280599    5.376    0.000    5.520    0.000 {built-in method builtins.isinstance}
      177    5.341    0.030    5.346    0.030 {built-in method _posixsubprocess.fork_exec}
  1720016    5.326    0.000    5.326    0.000 {method 'match' of 're.Pattern' objects}
 33231012    5.140    0.000    7.554    0.000 {method 'update' of 'dict' objects}
 10275632    5.014    0.000    7.093    0.000 /usr/share/miniconda/envs/run_env/lib/python3.7/copy.py:253(_keep_alive)
   195304    4.807    0.000   49.399    0.000 /home/runner/work/autotick-bot/autotick-bot/cf-scripts/conda_forge_tick/utils.py:304(pluck)
 17845587    4.497    0.000    4.497    0.000 {built-in method _json.encode_basestring_ascii}
15719735/15644264    4.294    0.000   14.933    0.000 /usr/share/miniconda/envs/run_env/lib/python3.7/json/encoder.py:277(_iterencode_list)
2302650/2286590    3.597    0.000    5.401    0.000 {built-in method builtins.sorted}
  4494788    3.481    0.000   27.007    0.000 /home/runner/work/autotick-bot/autotick-bot/cf-scripts/conda_forge_tick/utils.py:176(__getitem__)
       17    3.292    0.194   55.724    3.278 /home/runner/work/autotick-bot/autotick-bot/cf-scripts/conda_forge_tick/migrators/migration_yaml.py:414(create_rebuild_graph)
     3362    3.236    0.001    3.416    0.001 {method 'read' of '_io.BufferedReader' objects}
  2716269    3.055    0.000    4.375    0.000 /home/runner/work/autotick-bot/autotick-bot/cf-scripts/conda_forge_tick/utils.py:421(object_hook)
    43667    2.995    0.000    3.329    0.000 {method 'read' of '_io.TextIOWrapper' objects}
    21294    2.698    0.000    2.698    0.000 {method 'search' of 're.Pattern' objects}
   630526    2.669    0.000   67.211    0.000 /home/runner/work/autotick-bot/autotick-bot/cf-scripts/conda_forge_tick/migrators/core.py:161(parse_already_pred)
    67253    2.608    0.000    2.994    0.000 {built-in method io.open}
872319/3702    2.392    0.000   96.141    0.026 /usr/share/miniconda/envs/run_env/lib/python3.7/copy.py:269(_reconstruct)
      239    2.141    0.009  159.142    0.666 /home/runner/work/autotick-bot/autotick-bot/cf-scripts/conda_forge_tick/contexts.py:57(effective_graph)
 19986823    1.911    0.000    1.911    0.000 /usr/share/miniconda/envs/run_env/lib/python3.7/copy.py:190(_deepcopy_atomic)
  4593532    1.814    0.000    2.216    0.000 /usr/share/miniconda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:716(<genexpr>)
       11    1.798    0.163    1.928    0.175 /usr/share/miniconda/envs/run_env/lib/python3.7/site-packages/networkx/readwrite/json_graph/node_link.py:88(<listcomp>)
  4517492    1.796    0.000   23.534    0.000 /home/runner/work/autotick-bot/autotick-bot/cf-scripts/conda_forge_tick/utils.py:161(_load)
    31912    1.721    0.000    1.816    0.000 /usr/share/miniconda/envs/run_env/lib/python3.7/json/encoder.py:204(iterencode)
18794891/18790080    1.670    0.000    1.674    0.000 {built-in method builtins.len}
  4300794    1.640    0.000    1.640    0.000 /home/runner/work/autotick-bot/autotick-bot/cf-scripts/conda_forge_tick/migrators/core.py:167(<genexpr>)
  3237064    1.608    0.000    2.537    0.000 /usr/share/miniconda/envs/run_env/lib/python3.7/site-packages/conda/models/match_spec.py:207(get_exact_value)
 12992933    1.605    0.000    1.605    0.000 {method 'items' of 'dict' objects}
  4354538    1.603    0.000   28.502    0.000 /usr/share/miniconda/envs/run_env/lib/python3.7/_collections_abc.py:657(get)
   652510    1.489    0.000   72.781    0.000 /home/runner/work/autotick-bot/autotick-bot/cf-scripts/conda_forge_tick/migrators/core.py:138(filter)
    22247    1.425    0.000   56.708    0.003 /home/runner/work/autotick-bot/autotick-bot/cf-scripts/conda_forge_tick/utils.py:171(_dump)
   180914    1.377    0.000    1.429    0.000 {built-in method builtins.eval}
     7428    1.375    0.000    8.448    0.001 /usr/share/miniconda/envs/run_env/lib/python3.7/site-packages/conda_build/metadata.py:191(select_lines)
  2803712    1.314    0.000    1.609    0.000 /usr/share/miniconda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:799(<genexpr>)
 12073797    1.300    0.000    1.300    0.000 {method 'append' of 'list' objects}
  1455966    1.235    0.000    1.235    0.000 /usr/share/miniconda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:701(remove_edge)
    11592    1.135    0.000    6.453    0.001 /usr/share/miniconda/envs/run_env/lib/python3.7/site-packages/conda_build/metadata.py:1189(ms_depends)
   191641    1.059    0.000    1.059    0.000 {built-in method posix.stat}
  9990918    1.001    0.000    1.001    0.000 /usr/share/miniconda/envs/run_env/lib/python3.7/json/encoder.py:353(<lambda>)
   872319    0.980    0.000    1.751    0.000 {method '__reduce_ex__' of 'object' objects}
    13683    0.978    0.000    0.978    0.000 {method 'findall' of 're.Pattern' objects}
3657708/3657608    0.976    0.000    0.976    0.000 {built-in method builtins.getattr}
   579404    0.946    0.000    1.783    0.000 /usr/share/miniconda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:687(__init__)
  3233920    0.937    0.000    3.468    0.000 /usr/share/miniconda/envs/run_env/lib/python3.7/site-packages/conda/models/match_spec.py:423(name)
  1340464    0.919    0.000    1.509    0.000 /usr/share/miniconda/envs/run_env/lib/python3.7/_collections_abc.py:742(__iter__)
       11    0.887    0.081    1.454    0.132 /usr/share/miniconda/envs/run_env/lib/python3.7/site-packages/networkx/readwrite/json_graph/node_link.py:97(<listcomp>)
   918768    0.874    0.000    1.951    0.000 /usr/share/miniconda/envs/run_env/lib/python3.7/os.py:676(__getitem__)
   635099    0.868    0.000    1.256    0.000 /home/runner/work/autotick-bot/autotick-bot/cf-scripts/conda_forge_tick/utils.py:545(frozen_to_json_friendly)
   195304    0.849    0.000    2.564    0.000 /home/runner/work/autotick-bot/autotick-bot/cf-scripts/conda_forge_tick/utils.py:320(<setcomp>)
   621936    0.832    0.000   13.133    0.000 /home/runner/work/autotick-bot/autotick-bot/cf-scripts/conda_forge_tick/migrators/migration_yaml.py:329(filter)
  2944279    0.769    0.000    1.257    0.000 {built-in method builtins.hasattr}
      909    0.731    0.001    0.731    0.001 {built-in method builtins.compile}
     7686    0.648    0.000    4.032    0.001 /usr/share/miniconda/envs/run_env/lib/python3.7/site-packages/conda_build/metadata.py:73(ns_cfg)
    39923    0.629    0.000    1.956    0.000 /usr/share/miniconda/envs/run_env/lib/python3.7/site-packages/ruamel/yaml/scanner.py:1519(scan_plain)
  3237064    0.621    0.000    0.621    0.000 /usr/share/miniconda/envs/run_env/lib/python3.7/site-packages/conda/models/match_spec.py:842(exact_value)
        1    0.581    0.581   25.004   25.004 /home/runner/work/autotick-bot/autotick-bot/cf-scripts/conda_forge_tick/auto_tick.py:313(add_replacement_migrator)
  1444325    0.545    0.000    0.545    0.000 /usr/share/miniconda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:186(__getitem__)
  5981268    0.533    0.000    0.533    0.000 /usr/share/miniconda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:703(<lambda>)
   672476    0.531    0.000    1.164    0.000 /usr/share/miniconda/envs/run_env/lib/python3.7/site-packages/jinja2/nodes.py:155(iter_child_nodes)
   867903    0.462    0.000    0.593    0.000 /usr/share/miniconda/envs/run_env/lib/python3.7/copyreg.py:87(__newobj__)
   285580    0.459    0.000    0.567    0.000 /usr/share/miniconda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:574(add_edge)
   118182    0.456    0.000    1.018    0.000 /usr/share/miniconda/envs/run_env/lib/python3.7/site-packages/jinja2/lexer.py:662(tokeniter)
   683376    0.455    0.000    0.891    0.000 /usr/share/miniconda/envs/run_env/lib/python3.7/site-packages/ruamel/yaml/scanner.py:198(need_more_tokens)
   579421    0.444    0.000    2.227    0.000 /usr/share/miniconda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:1019(__call__)
