         940041556 function calls (773076392 primitive calls) in 658.108 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      973  127.359    0.131  127.359    0.131 {method 'poll' of 'select.poll' objects}
    73718   83.532    0.001   83.832    0.001 {built-in method io.open}
    15123   53.037    0.004   53.037    0.004 {built-in method time.sleep}
199053309/85254132   37.926    0.000   70.381    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:333(_iterencode_dict)
     1391   27.018    0.019   27.018    0.019 {built-in method posix.read}
34836040/2383   25.236    0.000   73.108    0.031 /opt/conda/envs/run_env/lib/python3.7/copy.py:132(deepcopy)
9081966/2383   23.763    0.000   73.091    0.031 /opt/conda/envs/run_env/lib/python3.7/copy.py:237(_deepcopy_dict)
      553   22.768    0.041   22.780    0.041 {built-in method _posixsubprocess.fork_exec}
    24945   19.586    0.001  114.187    0.005 /opt/conda/envs/run_env/lib/python3.7/json/__init__.py:120(dump)
   208382   18.185    0.000   24.900    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:643(add_edges_from)
      408   16.896    0.041   16.908    0.041 {built-in method posix.fork}
93286942/85254132   13.563    0.000   81.575    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:413(_iterencode)
    11634   13.510    0.001   13.510    0.001 {method 'read' of '_ssl._SSLSocket' objects}
 85230244   12.673    0.000   12.673    0.000 {method 'write' of '_io.TextIOWrapper' objects}
 83867661   12.040    0.000   12.040    0.000 {method 'get' of 'dict' objects}
51741765/51687546   11.404    0.000   39.568    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:277(_iterencode_list)
    44445    9.950    0.000   13.950    0.000 /opt/conda/envs/run_env/lib/python3.7/json/decoder.py:343(raw_decode)
        3    8.778    2.926   15.327    5.109 /root/repo/cf-scripts/conda_forge_tick/mamba_solver.py:150(__init__)
71768560/71768310    6.959    0.000    7.073    0.000 {built-in method builtins.isinstance}
        3    6.538    2.179    6.548    2.183 /root/repo/cf-scripts/conda_forge_tick/mamba_solver.py:91(get_index)
     5963    6.246    0.001    6.396    0.001 {method 'read' of '_io.BufferedReader' objects}
 31092067    5.564    0.000    5.564    0.000 {built-in method _json.encode_basestring_ascii}
5472590/5459916    5.059    0.000    9.303    0.000 {built-in method builtins.sorted}
   826329    4.964    0.000    4.964    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:498(remove_node)
 60090258    4.318    0.000    4.318    0.000 {built-in method builtins.id}
    44736    4.043    0.000    4.273    0.000 {method 'read' of '_io.TextIOWrapper' objects}
  9927497    3.805    0.000    5.312    0.000 /opt/conda/envs/run_env/lib/python3.7/copy.py:253(_keep_alive)
 31235283    3.250    0.000    3.400    0.000 {method 'update' of 'dict' objects}
  4269192    2.756    0.000   23.988    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:176(__getitem__)
       30    2.709    0.090    2.719    0.091 /root/repo/cf-scripts/conda_forge_tick/mamba_solver.py:170(solve)
       19    2.584    0.136   43.147    2.271 /root/repo/cf-scripts/conda_forge_tick/migrators/migration_yaml.py:414(create_rebuild_graph)
       45    2.557    0.057    4.239    0.094 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/readwrite/json_graph/node_link.py:98(<listcomp>)
   208343    2.525    0.000   33.953    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:304(pluck)
  7116559    2.268    0.000    2.764    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:666(<genexpr>)
       45    2.093    0.047    2.509    0.056 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/readwrite/json_graph/node_link.py:90(<listcomp>)
  2837542    2.058    0.000    4.000    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:421(object_hook)
   593844    1.974    0.000  136.263    0.000 /root/repo/cf-scripts/conda_forge_tick/migrators/core.py:178(parse_already_pred)
845039/666    1.807    0.000   73.064    0.110 /opt/conda/envs/run_env/lib/python3.7/copy.py:269(_reconstruct)
 18967320    1.667    0.000    1.667    0.000 {method 'items' of 'dict' objects}
     8599    1.650    0.000    1.650    0.000 {method 'acquire' of '_thread.lock' objects}
      210    1.581    0.008  204.973    0.976 /root/repo/cf-scripts/conda_forge_tick/contexts.py:57(effective_graph)
 16921835    1.430    0.000    1.430    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:353(<lambda>)
   185304    1.410    0.000    1.410    0.000 {built-in method posix.stat}
  4294264    1.318    0.000   21.238    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:161(_load)
 19206137    1.306    0.000    1.306    0.000 /opt/conda/envs/run_env/lib/python3.7/copy.py:190(_deepcopy_atomic)
  3927774    1.297    0.000    1.297    0.000 /root/repo/cf-scripts/conda_forge_tick/migrators/core.py:184(<genexpr>)
    24900    1.295    0.000  128.957    0.005 /root/repo/cf-scripts/conda_forge_tick/utils.py:171(_dump)
  4120258    1.167    0.000   25.009    0.000 /opt/conda/envs/run_env/lib/python3.7/_collections_abc.py:657(get)
  3084849    1.061    0.000    1.310    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:743(<genexpr>)
   614282    1.056    0.000  140.479    0.000 /root/repo/cf-scripts/conda_forge_tick/migrators/core.py:155(filter)
15864606/15848077    1.043    0.000    1.055    0.000 {built-in method builtins.len}
  1687352    1.024    0.000    1.024    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:705(remove_edge)
 10238772    0.815    0.000    0.815    0.000 {method 'append' of 'list' objects}
   845039    0.765    0.000    1.373    0.000 {method '__reduce_ex__' of 'object' objects}
   621038    0.705    0.000    1.229    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:642(__init__)
  1358026    0.658    0.000    1.188    0.000 /opt/conda/envs/run_env/lib/python3.7/_collections_abc.py:742(__iter__)
   208343    0.638    0.000    1.912    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:320(<setcomp>)
   598776    0.636    0.000    0.901    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:545(frozen_to_json_friendly)
  3290265    0.619    0.000    0.619    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:485(<lambda>)
  1809815    0.570    0.000    0.570    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:177(__getitem__)
   580716    0.560    0.000    9.747    0.000 /root/repo/cf-scripts/conda_forge_tick/migrators/migration_yaml.py:329(filter)
2175758/2175318    0.530    0.000    0.531    0.000 {built-in method builtins.getattr}
   173758    0.522    0.000    1.943    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:136(__init__)
    41042    0.472    0.000    0.703    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/xonsh/__amalgam__.py:19680(get_detyper)
  1691182    0.446    0.000    0.807    0.000 {built-in method builtins.hasattr}
  6290105    0.425    0.000    0.425    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:657(<lambda>)
   844487    0.376    0.000    0.481    0.000 /opt/conda/envs/run_env/lib/python3.7/copyreg.py:87(__newobj__)
       45    0.352    0.008   77.478    1.722 /root/repo/cf-scripts/conda_forge_tick/utils.py:509(dump_graph)
  1698277    0.348    0.000    0.348    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/graph.py:416(__contains__)
  1689230    0.339    0.000    1.572    0.000 /opt/conda/envs/run_env/lib/python3.7/copy.py:274(<genexpr>)
   614516    0.336    0.000    0.998    0.000 /root/repo/cf-scripts/conda_forge_tick/migrators/core.py:50(_parse_bad_attr)
   274545    0.328    0.000    0.404    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:577(add_edge)
   699962    0.328    0.000    0.436    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/graph.py:666(nodes)
   870519    0.314    0.000    0.314    0.000 {method 'copy' of 'dict' objects}
   621011    0.313    0.000    0.524    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/graph.py:1827(nbunch_iter)
   621057    0.311    0.000    1.540    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:933(__call__)
        1    0.305    0.305   15.965   15.965 /root/repo/cf-scripts/conda_forge_tick/auto_tick.py:318(add_replacement_migrator)
   560682    0.303    0.000    0.469    0.000 /root/repo/cf-scripts/conda_forge_tick/migrators/migration_yaml.py:399(migrator_uid)
   844059    0.301    0.000    0.608    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:187(__getstate__)
   330955    0.296    0.000    0.296    0.000 {method 'match' of 're.Pattern' objects}
  1128410    0.279    0.000    0.413    0.000 /root/repo/cf-scripts/conda_forge_tick/migrators/migration_yaml.py:440(<lambda>)
   825300    0.261    0.000    0.434    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:649(<lambda>)
   412650    0.249    0.000    0.636    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:1053(__init__)
   494260    0.240    0.000    0.298    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:412(default)
    25225    0.232    0.000    0.330    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:204(iterencode)
      636    0.230    0.000    0.230    0.000 {built-in method builtins.compile}
  3290265    0.224    0.000    0.224    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:655(<lambda>)
   208343    0.220    0.000    0.572    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:319(<setcomp>)
   605855    0.211    0.000    0.211    0.000 /root/repo/cf-scripts/conda_forge_tick/migrators/core.py:324(migrator_uid)
  1690045    0.207    0.000    0.208    0.000 {built-in method builtins.issubclass}
    44308    0.205    0.000    0.205    0.000 /opt/conda/envs/run_env/lib/python3.7/json/decoder.py:284(__init__)
    21508    0.183    0.000   61.937    0.003 /root/repo/cf-scripts/conda_forge_tick/migrators/version.py:374(filter)
   412650    0.181    0.000    0.407    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:742(__iter__)
   412650    0.178    0.000    0.243    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:365(pred)
   412650    0.173    0.000    0.810    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:907(in_edges)
   825300    0.173    0.000    0.173    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:649(<listcomp>)
    49679    0.170    0.000    0.337    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/jinja2/lexer.py:662(tokeniter)
      880    0.168    0.000    0.168    0.000 {built-in method posix.openpty}
    34802    0.166    0.000    0.170    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/conda/models/version.py:281(__lt__)
    44519    0.162    0.000    0.162    0.000 {built-in method _codecs.utf_8_decode}
        1    0.161    0.161   80.743   80.743 /root/repo/cf-scripts/conda_forge_tick/auto_tick.py:649(initialize_migrators)
   248753    0.148    0.000    0.314    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/jinja2/nodes.py:155(iter_child_nodes)
    44445    0.142    0.000   14.528    0.000 /opt/conda/envs/run_env/lib/python3.7/json/__init__.py:299(loads)
        1    0.136    0.136    6.572    6.572 /root/repo/cf-scripts/conda_forge_tick/migrators/arch.py:41(__init__)
   204307    0.136    0.000    0.441    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:662(__len__)
     1080    0.136    0.000   55.125    0.051 /opt/conda/envs/run_env/lib/python3.7/site-packages/xonsh/__amalgam__.py:15431(iterraw)
   208407    0.122    0.000    0.313    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:906(__init__)
    44308    0.121    0.000   18.904    0.000 /opt/conda/envs/run_env/lib/python3.7/json/__init__.py:274(load)
        1    0.121    0.121    0.322    0.322 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/readwrite/json_graph/node_link.py:104(node_link_graph)
   896939    0.121    0.000    0.121    0.000 {built-in method __new__ of type object at 0x55c0fde718e0}
    70528    0.117    0.000    0.117    0.000 {built-in method _locale.nl_langinfo}
    70528    0.117    0.000    0.235    0.000 /opt/conda/envs/run_env/lib/python3.7/_bootlocale.py:33(getpreferredencoding)
   699962    0.108    0.000    0.108    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:167(__init__)
   703465    0.105    0.000    0.105    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/coreviews.py:44(__init__)
   204809    0.103    0.000    0.218    0.000 {built-in method builtins.sum}
   701063    0.100    0.000    0.100    0.000 {built-in method builtins.iter}
    44445    0.100    0.000   14.158    0.000 /opt/conda/envs/run_env/lib/python3.7/json/decoder.py:332(decode)
       45    0.093    0.002   77.126    1.714 /root/repo/cf-scripts/conda_forge_tick/utils.py:482(dump_graph_json)
      553    0.093    0.000   50.027    0.090 /opt/conda/envs/run_env/lib/python3.7/subprocess.py:1412(_execute_child)
    24945    0.091    0.000  114.278    0.005 /root/repo/cf-scripts/conda_forge_tick/utils.py:448(dump)
   408614    0.089    0.000    0.114    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:663(<genexpr>)
   208388    0.088    0.000    0.200    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:665(__iter__)
    24945    0.086    0.000    0.098    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:259(_make_iterencode)
   208407    0.086    0.000    0.398    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:841(edges)
   208407    0.085    0.000    0.117    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:344(succ)
   384329    0.083    0.000    0.122    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/jinja2/nodes.py:137(iter_fields)
        3    0.079    0.026    0.079    0.026 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:540(remove_nodes_from)
    15766    0.079    0.000   72.304    0.005 /root/repo/cf-scripts/conda_forge_tick/migrators/core.py:483(filter)
   174467    0.077    0.000    1.429    0.000 /opt/conda/envs/run_env/lib/python3.7/genericpath.py:16(exists)
    38015    0.075    0.000    0.233    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/xonsh/__amalgam__.py:19772(__getitem__)
      440    0.073    0.000   40.267    0.092 /opt/conda/envs/run_env/lib/python3.7/site-packages/xonsh/__amalgam__.py:14044(__init__)
    23566    0.071    0.000    0.108    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/jinja2/nodes.py:115(__init__)
   157457    0.070    0.000    0.079    0.000 {built-in method _abc._abc_instancecheck}
    44519    0.069    0.000    0.231    0.000 /opt/conda/envs/run_env/lib/python3.7/codecs.py:319(decode)
   170208    0.068    0.000    0.110    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/conda/models/match_spec.py:207(get_exact_value)
        1    0.068    0.068    0.343    0.343 /root/repo/cf-scripts/conda_forge_tick/migrators/arch.py:175(__init__)
