         938606439 function calls (770113718 primitive calls) in 661.658 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1011  128.682    0.127  128.682    0.127 {method 'poll' of 'select.poll' objects}
    17371   60.045    0.003   60.045    0.003 {built-in method time.sleep}
204091320/87758815   41.425    0.000   77.152    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:333(_iterencode_dict)
     1462   37.660    0.026   37.660    0.026 {built-in method posix.read}
      595   29.093    0.049   29.093    0.049 {built-in method _posixsubprocess.fork_exec}
33706707/2412   26.683    0.000   79.392    0.033 /opt/conda/envs/run_env/lib/python3.7/copy.py:132(deepcopy)
8787516/2412   25.240    0.000   79.370    0.033 /opt/conda/envs/run_env/lib/python3.7/copy.py:237(_deepcopy_dict)
   206922   20.964    0.000   28.139    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:643(add_edges_from)
    24711   20.926    0.001  126.253    0.005 /opt/conda/envs/run_env/lib/python3.7/json/__init__.py:120(dump)
      418   19.991    0.048   20.005    0.048 {built-in method posix.fork}
    72567   17.558    0.000   17.894    0.000 {built-in method io.open}
 79879343   14.952    0.000   14.952    0.000 {method 'get' of 'dict' objects}
96230507/87758815   14.763    0.000   89.244    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:413(_iterencode)
 87735527   14.377    0.000   14.377    0.000 {method 'write' of '_io.TextIOWrapper' objects}
    11778   14.283    0.001   14.283    0.001 {method 'read' of '_ssl._SSLSocket' objects}
    44001   13.532    0.000   16.329    0.000 /opt/conda/envs/run_env/lib/python3.7/json/decoder.py:343(raw_decode)
54510148/54458559   12.455    0.000   44.091    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:277(_iterencode_list)
     6238   10.240    0.002   10.423    0.002 {method 'read' of '_io.BufferedReader' objects}
        3    9.322    3.107   18.466    6.155 /root/repo/cf-scripts/conda_forge_tick/mamba_solver.py:150(__init__)
        3    9.130    3.043    9.143    3.048 /root/repo/cf-scripts/conda_forge_tick/mamba_solver.py:91(get_index)
70298933/70298683    7.383    0.000    7.492    0.000 {built-in method builtins.isinstance}
   799271    6.521    0.000    6.521    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:498(remove_node)
 31867401    6.033    0.000    6.033    0.000 {built-in method _json.encode_basestring_ascii}
5692959/5681272    5.791    0.000    8.456    0.000 {built-in method builtins.sorted}
    44298    4.808    0.000    5.076    0.000 {method 'read' of '_io.TextIOWrapper' objects}
 58590078    4.670    0.000    4.670    0.000 {built-in method builtins.id}
  9605902    3.975    0.000    5.641    0.000 /opt/conda/envs/run_env/lib/python3.7/copy.py:253(_keep_alive)
