         1058416493 function calls (881490817 primitive calls) in 734.790 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      999  165.744    0.166  165.744    0.166 {method 'poll' of 'select.poll' objects}
    15253   51.043    0.003   51.043    0.003 {built-in method time.sleep}
      528   44.124    0.084   44.228    0.084 /root/repo/cf-scripts/conda_forge_tick/mamba_solver.py:170(solve)
213213903/91656911   39.746    0.000   74.356    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:333(_iterencode_dict)
     1455   32.583    0.022   32.583    0.022 {built-in method posix.read}
      600   27.850    0.046   27.865    0.046 {built-in method _posixsubprocess.fork_exec}
9145385/3856   27.472    0.000   79.764    0.021 /opt/conda/envs/run_env/lib/python3.7/copy.py:237(_deepcopy_dict)
35225818/6000   26.331    0.000   79.793    0.013 /opt/conda/envs/run_env/lib/python3.7/copy.py:132(deepcopy)
   214270   22.651    0.000   31.225    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:640(add_edges_from)
    25933   20.482    0.001  120.504    0.005 /opt/conda/envs/run_env/lib/python3.7/json/__init__.py:120(dump)
      409   18.687    0.046   18.700    0.046 {built-in method posix.fork}
 90596402   15.075    0.000   15.075    0.000 {method 'get' of 'dict' objects}
100475245/91656911   14.475    0.000   86.243    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:413(_iterencode)
 91632337   13.414    0.000   13.414    0.000 {method 'write' of '_io.TextIOWrapper' objects}
    11639   13.365    0.001   13.365    0.001 {method 'read' of '_ssl._SSLSocket' objects}
56901518/56824939   12.167    0.000   42.697    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:277(_iterencode_list)
    46689   11.962    0.000   14.425    0.000 /opt/conda/envs/run_env/lib/python3.7/json/decoder.py:343(raw_decode)
        3    9.797    3.266    9.806    3.269 /root/repo/cf-scripts/conda_forge_tick/mamba_solver.py:91(get_index)
        3    9.067    3.022   18.874    6.291 /root/repo/cf-scripts/conda_forge_tick/mamba_solver.py:150(__init__)
82311411/82311152    8.134    0.000    8.315    0.000 {built-in method builtins.isinstance}
    77888    8.101    0.000    8.397    0.000 {built-in method io.open}
   827084    6.330    0.000    6.330    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:495(remove_node)
     6735    5.910    0.001    6.040    0.001 {method 'read' of '_io.BufferedReader' objects}
 33300694    5.763    0.000    5.763    0.000 {built-in method _json.encode_basestring_ascii}
5961526/5946854    5.373    0.000    8.067    0.000 {built-in method builtins.sorted}
  2022776    4.643    0.000    4.643    0.000 {method 'match' of 're.Pattern' objects}
 61153464    4.536    0.000    4.536    0.000 {built-in method builtins.id}
 10006059    3.837    0.000    5.434    0.000 /opt/conda/envs/run_env/lib/python3.7/copy.py:253(_keep_alive)
 34235560    3.776    0.000    5.042    0.000 {method 'update' of 'dict' objects}
   214231    3.145    0.000   42.541    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:304(pluck)
       48    2.848    0.059    4.733    0.099 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/readwrite/json_graph/node_link.py:97(<listcomp>)
  4286213    2.822    0.000   23.773    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:176(__getitem__)
       19    2.735    0.144   51.129    2.691 /root/repo/cf-scripts/conda_forge_tick/migrators/migration_yaml.py:414(create_rebuild_graph)
    47350    2.650    0.000    2.907    0.000 {method 'read' of '_io.TextIOWrapper' objects}
  7674490    2.606    0.000    3.176    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:716(<genexpr>)
       48    2.397    0.050    2.853    0.059 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/readwrite/json_graph/node_link.py:88(<listcomp>)
    26704    2.281    0.000    2.281    0.000 {method 'search' of 're.Pattern' objects}
   589080    2.007    0.000   63.012    0.000 /root/repo/cf-scripts/conda_forge_tick/migrators/core.py:161(parse_already_pred)
851192/4215    1.866    0.000   79.529    0.019 /opt/conda/envs/run_env/lib/python3.7/copy.py:269(_reconstruct)
 20143226    1.758    0.000    1.758    0.000 {method 'items' of 'dict' objects}
      228    1.672    0.007  134.368    0.589 /root/repo/cf-scripts/conda_forge_tick/contexts.py:57(effective_graph)
     9448    1.601    0.000    1.601    0.000 {method 'acquire' of '_thread.lock' objects}
 18091216    1.567    0.000    1.567    0.000 /opt/conda/envs/run_env/lib/python3.7/json/encoder.py:353(<lambda>)
19762177/19744238    1.508    0.000    1.520    0.000 {built-in method builtins.len}
 19472446    1.445    0.000    1.445    0.000 /opt/conda/envs/run_env/lib/python3.7/copy.py:190(_deepcopy_atomic)
  4011194    1.379    0.000    1.379    0.000 /root/repo/cf-scripts/conda_forge_tick/migrators/core.py:167(<genexpr>)
  4312342    1.340    0.000   20.958    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:161(_load)
   236611    1.334    0.000    1.384    0.000 {built-in method builtins.eval}
     8840    1.256    0.000    7.592    0.001 /opt/conda/envs/run_env/lib/python3.7/site-packages/conda_build/metadata.py:191(select_lines)
  3262040    1.254    0.000    1.995    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/conda/models/match_spec.py:207(get_exact_value)
  4150947    1.223    0.000   24.907    0.000 /opt/conda/envs/run_env/lib/python3.7/_collections_abc.py:657(get)
  1645528    1.201    0.000    1.201    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/digraph.py:701(remove_edge)
  3114799    1.189    0.000    1.461    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:799(<genexpr>)
   211716    1.127    0.000    1.127    0.000 {built-in method posix.stat}
    25885    1.082    0.000   53.481    0.002 /root/repo/cf-scripts/conda_forge_tick/utils.py:171(_dump)
   609464    1.043    0.000   67.236    0.000 /root/repo/cf-scripts/conda_forge_tick/migrators/core.py:138(filter)
 12077070    1.036    0.000    1.036    0.000 {method 'append' of 'list' objects}
    12116    0.907    0.000    5.051    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/conda_build/metadata.py:1189(ms_depends)
  2960177    0.881    0.000    2.462    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:421(object_hook)
    14505    0.832    0.000    0.832    0.000 {method 'findall' of 're.Pattern' objects}
   214231    0.778    0.000    2.284    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:320(<setcomp>)
  3258848    0.761    0.000    2.750    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/conda/models/match_spec.py:423(name)
3326093/3325623    0.754    0.000    0.756    0.000 {built-in method builtins.getattr}
   851192    0.741    0.000    1.376    0.000 {method '__reduce_ex__' of 'object' objects}
   638479    0.724    0.000    1.432    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:687(__init__)
  3630624    0.709    0.000    0.709    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:485(<lambda>)
  1375678    0.689    0.000    1.281    0.000 /opt/conda/envs/run_env/lib/python3.7/_collections_abc.py:742(__iter__)
  1870979    0.647    0.000    0.647    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/networkx/classes/reportviews.py:186(__getitem__)
  3110108    0.623    0.000    0.999    0.000 {built-in method builtins.hasattr}
   594085    0.604    0.000    0.866    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:545(frozen_to_json_friendly)
     9137    0.550    0.000    2.531    0.000 /opt/conda/envs/run_env/lib/python3.7/site-packages/conda_build/metadata.py:73(ns_cfg)
   185234    0.547    0.000    1.581    0.000 /root/repo/cf-scripts/conda_forge_tick/utils.py:136(__init__)
