time,accurate,cf_over_specified,cf_under_specified,cf_over_and_under_specified,errored,definder_version,audit_creation_version
1607656204.1969974,2947,810,1868,1006,268,2.7.0,4
1607659807.3155062,2947,810,1868,1006,268,2.7.0,4
1607663388.5186741,2947,810,1868,1006,268,2.7.0,4
1607667073.3452637,2947,810,1868,1006,268,2.7.0,4
1607670514.568388,2947,810,1868,1006,268,2.7.0,4
1607674188.9072278,2947,810,1868,1006,268,2.7.0,4
1607677757.841828,2947,810,1868,1006,268,2.7.0,4
1607681394.1325946,2947,810,1868,1006,268,2.7.0,4
1607684960.7186007,2947,810,1868,1006,268,2.7.0,4
1607688669.8665724,2947,810,1870,1006,268,2.7.0,4
1607692152.3227077,2947,810,1870,1006,268,2.7.0,4
1607695784.1854792,2947,810,1870,1006,268,2.7.0,4
1607699411.9040976,2946,810,1872,1006,268,2.7.0,4
1607703105.767633,2947,810,1874,1005,268,2.7.0,4
1607707089.52064,2947,810,1875,1007,268,2.7.0,4
1607710144.9239402,2947,810,1875,1007,268,2.7.0,4
1607713769.3580785,2947,810,1875,1007,268,2.7.0,4
1607717395.5419514,2948,810,1875,1007,268,2.7.0,4
1607720920.9315722,2948,810,1875,1007,268,2.7.0,4
1607724611.976571,2948,810,1874,1007,269,2.7.0,4
1607728187.1256065,2948,810,1874,1007,269,2.7.0,4
1607732191.2323601,2948,810,1874,1008,269,2.7.0,4
1607737042.7212784,2949,810,1874,1009,268,2.7.0,4
1607739480.9729004,2949,810,1874,1009,268,2.7.0,4
1607742601.6742597,2949,810,1874,1009,268,2.7.0,4
1607746220.9709125,2949,810,1874,1010,268,2.7.0,4
1607749750.6137846,2949,810,1874,1010,268,2.7.0,4
1607753433.4151988,2949,810,1874,1010,268,2.7.0,4
1607756926.1297512,2949,810,1874,1010,268,2.7.0,4
1607760594.557324,2949,810,1874,1010,268,2.7.0,4
1607764183.2818568,2949,810,1874,1010,268,2.7.0,4
1607767794.5220203,2949,810,1874,1011,268,2.7.0,4
1607771339.24375,2949,811,1874,1010,268,2.7.0,4
1607775024.364492,2949,811,1874,1010,268,2.7.0,4
1607778535.1236153,2949,811,1874,1010,268,2.7.0,4
1607782184.4281652,2949,811,1874,1010,268,2.7.0,4
1607785738.1301425,2950,811,1873,1010,268,2.7.0,4
1607789534.5577607,2952,810,1873,1010,267,2.7.0,4
1607793455.9821513,2952,810,1873,1010,267,2.7.0,4
1607796571.6293912,2953,811,1873,1010,267,2.7.0,4
1607800066.9172564,2953,811,1873,1010,267,2.7.0,4
1607803760.6813056,2953,811,1873,1010,267,2.7.0,4
1607807295.4851549,2953,811,1873,1010,267,2.7.0,4
1607810985.1563075,2953,811,1873,1010,267,2.7.0,4
1607876092.3596249,2949,808,1870,1010,260,2.7.0,4
1607880036.811388,2949,808,1870,1010,259,2.7.0,4
1607883146.879643,2949,808,1870,1010,260,2.7.0,4
1607886616.866863,2949,808,1870,1010,260,2.7.0,4
1607890304.9846876,2949,808,1870,1010,260,2.7.0,4
1607893917.0291119,2949,808,1870,1010,260,2.7.0,4
1607897548.870363,2949,808,1870,1010,260,2.7.0,4
1607901087.5154574,2949,808,1870,1010,260,2.7.0,4
1607905396.6236467,2949,808,1870,1010,260,2.7.0,4
1607910220.5821195,2949,808,1870,1010,260,2.7.0,4
1607912589.4521801,2949,808,1870,1010,260,2.7.0,4
1607915517.3269591,2949,808,1870,1010,260,2.7.0,4
1607919419.418772,2949,809,1870,1012,260,2.7.0,4
1607922727.1198359,2949,809,1870,1012,260,2.7.0,4
1607926394.6447234,2949,809,1870,1012,260,2.7.0,4
1607929895.3737621,2949,809,1870,1012,260,2.7.0,4
1607933580.400124,2949,809,1870,1012,260,2.7.0,4
1607937154.5597312,2948,809,1870,1012,261,2.7.0,4
1607940795.69579,2948,809,1870,1012,261,2.7.0,4
1607944352.0036216,2948,809,1869,1013,261,2.7.0,4
1607948063.0940886,2948,809,1869,1013,261,2.7.0,4
1607951633.911187,2948,809,1869,1013,261,2.7.0,4
1607955172.9490716,2948,809,1869,1013,261,2.7.0,4
1607958767.713457,2948,809,1869,1013,261,2.7.0,4
1607962422.3907008,2950,810,1870,1013,261,2.7.0,4
1607966552.8832526,2951,810,1869,1013,261,2.7.0,4
1607969467.964765,2953,810,1870,1012,261,2.7.0,4
1607973100.5619924,2953,810,1870,1012,261,2.7.0,4
1607976760.8755596,2953,810,1869,1013,261,2.7.0,4
1607980386.8432088,2953,810,1869,1013,261,2.7.0,4
1607984046.0879588,2953,810,1870,1012,261,2.7.0,4
1607987533.9867976,2953,810,1870,1012,261,2.7.0,4
1607991783.8749158,2953,810,1870,1012,261,2.7.0,4
1607996578.1467066,2953,810,1871,1011,261,2.7.0,4
1607999045.676618,2953,810,1871,1011,261,2.7.0,4
1608001915.1986299,2953,810,1871,1011,261,2.7.0,4
1608005609.9098682,2953,810,1871,1011,261,2.7.0,4
1608009096.2697918,2953,810,1871,1011,261,2.7.0,4
1608012861.811512,2953,810,1871,1011,261,2.7.0,4
1608016310.9829986,2953,810,1871,1011,261,2.7.0,4
1608020033.4030867,2957,810,1871,1011,261,2.7.0,4
1608023555.7666903,2957,810,1871,1011,261,2.7.0,4
1608027142.9604793,2957,810,1871,1011,261,2.7.0,4
1608030753.7686036,2957,810,1871,1011,261,2.7.0,4
1608034494.7189534,2957,810,1871,1011,261,2.7.0,4
1608038027.694726,2957,811,1871,1010,261,2.7.0,4
1608041609.8730338,2957,811,1871,1010,261,2.7.0,4
1608045149.942334,2957,811,1871,1010,261,2.7.0,4
1608048981.7378726,2957,811,1872,1010,261,2.7.0,4
1608053117.607696,2957,811,1872,1010,261,2.7.0,4
1608055945.3105924,2957,811,1872,1010,261,2.7.0,4
1608059527.443551,2959,811,1875,1011,261,2.7.0,4
1608063200.8229926,2959,811,1875,1011,261,2.7.0,4
1608066669.342179,2959,811,1875,1011,261,2.7.0,4
1608070375.104081,2960,811,1875,1012,261,2.7.0,4
