time,accurate,cf_over_specified,cf_under_specified,cf_over_and_under_specified
1605560607.0250895,2278.0,1351.0,939.0,943.0
1605563307.950585,2278.0,1351.0,939.0,943.0
time,accurate,cf_over_specified,cf_under_specified,cf_over_and_under_specified
1605566950.4728396,2278.0,1350.0,939.0,942.0
